source,target,edge_type,weight
user_831,user_1230,friendship,1.0
user_831,user_1249,friendship,1.0
user_831,user_1258,friendship,1.0
user_831,user_1283,friendship,1.0
user_831,user_1367,friendship,1.0
user_831,user_1397,friendship,1.0
user_831,user_1419,friendship,1.0
user_831,user_1434,friendship,1.0
user_831,user_1478,friendship,1.0
user_831,user_1543,friendship,1.0
user_831,user_1553,friendship,1.0
user_831,user_1585,friendship,1.0
user_831,user_1588,friendship,1.0
user_831,user_1625,friendship,1.0
user_831,user_1642,friendship,1.0
user_831,user_1646,friendship,1.0
user_831,user_1653,friendship,1.0
user_831,user_1704,friendship,1.0
user_831,user_1715,friendship,1.0
user_831,user_1761,friendship,1.0
user_831,user_1805,friendship,1.0
user_831,user_1879,friendship,1.0
user_831,user_1882,friendship,1.0
user_831,user_1924,friendship,1.0
user_831,user_1929,friendship,1.0
user_831,user_1937,friendship,1.0
user_831,user_1956,friendship,1.0
user_831,user_1964,friendship,1.0
user_831,user_2025,friendship,1.0
user_831,user_2052,friendship,1.0
user_831,user_2061,friendship,1.0
user_831,user_2083,friendship,1.0
user_831,user_2088,friendship,1.0
user_909,user_78,friendship,1.0
user_909,user_433,friendship,1.0
user_909,user_545,friendship,1.0
user_909,user_592,friendship,1.0
user_909,user_655,friendship,1.0
user_909,user_868,friendship,1.0
user_909,user_888,friendship,1.0
user_909,user_899,friendship,1.0
user_909,user_911,friendship,1.0
user_909,user_1024,friendship,1.0
user_909,user_1666,friendship,1.0
user_909,user_1704,friendship,1.0
user_909,user_1808,friendship,1.0
user_909,user_1991,friendship,1.0
user_1209,user_73,friendship,1.0
user_1209,user_196,friendship,1.0
user_1209,user_338,friendship,1.0
user_1209,user_374,friendship,1.0
user_1209,user_596,friendship,1.0
user_1209,user_791,friendship,1.0
user_1209,user_1038,friendship,1.0
user_1209,user_1115,friendship,1.0
user_1209,user_1210,friendship,1.0
user_1209,user_1258,friendship,1.0
user_1209,user_1845,friendship,1.0
user_1210,user_64,friendship,1.0
user_1210,user_66,friendship,1.0
user_1210,user_73,friendship,1.0
user_1210,user_96,friendship,1.0
user_1210,user_117,friendship,1.0
user_1210,user_128,friendship,1.0
user_1210,user_140,friendship,1.0
user_1210,user_141,friendship,1.0
user_1210,user_142,friendship,1.0
user_1210,user_176,friendship,1.0
user_1210,user_187,friendship,1.0
user_1210,user_196,friendship,1.0
user_1210,user_224,friendship,1.0
user_1210,user_264,friendship,1.0
user_1210,user_290,friendship,1.0
user_1210,user_338,friendship,1.0
user_1210,user_359,friendship,1.0
user_1210,user_386,friendship,1.0
user_1210,user_423,friendship,1.0
user_1210,user_430,friendship,1.0
user_1210,user_436,friendship,1.0
user_1210,user_441,friendship,1.0
user_1210,user_452,friendship,1.0
user_1210,user_453,friendship,1.0
user_1210,user_480,friendship,1.0
user_1210,user_540,friendship,1.0
user_1210,user_568,friendship,1.0
user_1210,user_576,friendship,1.0
user_1210,user_592,friendship,1.0
user_1210,user_596,friendship,1.0
user_1210,user_605,friendship,1.0
user_1210,user_611,friendship,1.0
user_1210,user_655,friendship,1.0
user_1210,user_656,friendship,1.0
user_1210,user_683,friendship,1.0
user_1210,user_694,friendship,1.0
user_1210,user_699,friendship,1.0
user_1210,user_714,friendship,1.0
user_1210,user_728,friendship,1.0
user_1210,user_788,friendship,1.0
user_1210,user_791,friendship,1.0
user_1210,user_832,friendship,1.0
user_1210,user_850,friendship,1.0
user_1210,user_1010,friendship,1.0
user_1210,user_1038,friendship,1.0
user_1210,user_1074,friendship,1.0
user_1210,user_1115,friendship,1.0
user_1210,user_1148,friendship,1.0
user_1210,user_1191,friendship,1.0
user_1210,user_1200,friendship,1.0
user_1210,user_1202,friendship,1.0
user_1210,user_1223,friendship,1.0
user_1210,user_1327,friendship,1.0
user_1210,user_1405,friendship,1.0
user_1210,user_1454,friendship,1.0
user_1210,user_1472,friendship,1.0
user_1210,user_1541,friendship,1.0
user_1210,user_1585,friendship,1.0
user_1210,user_1618,friendship,1.0
user_1210,user_1643,friendship,1.0
user_1210,user_1744,friendship,1.0
user_1210,user_1845,friendship,1.0
user_1210,user_1866,friendship,1.0
user_1210,user_1881,friendship,1.0
user_1210,user_1900,friendship,1.0
user_1210,user_1929,friendship,1.0
user_1210,user_1958,friendship,1.0
user_1210,user_1999,friendship,1.0
user_1210,user_2011,friendship,1.0
user_1210,user_2014,friendship,1.0
user_1210,user_2055,friendship,1.0
user_1230,user_62,friendship,1.0
user_1230,user_124,friendship,1.0
user_1230,user_195,friendship,1.0
user_1230,user_212,friendship,1.0
user_1230,user_217,friendship,1.0
user_1230,user_307,friendship,1.0
user_1230,user_317,friendship,1.0
user_1230,user_387,friendship,1.0
user_1230,user_426,friendship,1.0
user_1230,user_447,friendship,1.0
user_1230,user_541,friendship,1.0
user_1230,user_584,friendship,1.0
user_1230,user_642,friendship,1.0
user_1230,user_655,friendship,1.0
user_1230,user_725,friendship,1.0
user_1230,user_730,friendship,1.0
user_1230,user_743,friendship,1.0
user_1230,user_1087,friendship,1.0
user_1230,user_1130,friendship,1.0
user_1230,user_1144,friendship,1.0
user_1230,user_1167,friendship,1.0
user_1230,user_1246,friendship,1.0
user_1230,user_1249,friendship,1.0
user_1230,user_1266,friendship,1.0
user_1230,user_1271,friendship,1.0
user_1230,user_1288,friendship,1.0
user_1230,user_1315,friendship,1.0
user_1230,user_1345,friendship,1.0
user_1230,user_1347,friendship,1.0
user_1230,user_1404,friendship,1.0
user_1230,user_1433,friendship,1.0
user_1230,user_1543,friendship,1.0
user_1230,user_1625,friendship,1.0
user_1230,user_1630,friendship,1.0
user_1230,user_1670,friendship,1.0
user_1230,user_1761,friendship,1.0
user_1230,user_1789,friendship,1.0
user_1230,user_1801,friendship,1.0
user_1230,user_1805,friendship,1.0
user_1230,user_1822,friendship,1.0
user_1230,user_1879,friendship,1.0
user_1230,user_1882,friendship,1.0
user_1230,user_1975,friendship,1.0
user_1230,user_1989,friendship,1.0
user_1230,user_2006,friendship,1.0
user_1230,user_2016,friendship,1.0
user_1230,user_2036,friendship,1.0
user_1230,user_2051,friendship,1.0
user_1230,user_2088,friendship,1.0
user_1585,user_128,friendship,1.0
user_1585,user_374,friendship,1.0
user_1625,user_15,friendship,1.0
user_1625,user_59,friendship,1.0
user_1625,user_64,friendship,1.0
user_1625,user_143,friendship,1.0
user_1625,user_200,friendship,1.0
user_1625,user_212,friendship,1.0
user_1625,user_215,friendship,1.0
user_1625,user_238,friendship,1.0
user_1625,user_296,friendship,1.0
user_1625,user_307,friendship,1.0
user_1625,user_317,friendship,1.0
user_1625,user_365,friendship,1.0
user_1625,user_426,friendship,1.0
user_1625,user_642,friendship,1.0
user_1625,user_645,friendship,1.0
user_1625,user_888,friendship,1.0
user_1625,user_922,friendship,1.0
user_1625,user_928,friendship,1.0
user_1625,user_932,friendship,1.0
user_1625,user_980,friendship,1.0
user_1625,user_994,friendship,1.0
user_1625,user_996,friendship,1.0
user_1625,user_1002,friendship,1.0
user_1625,user_1027,friendship,1.0
user_1625,user_1035,friendship,1.0
user_1625,user_1050,friendship,1.0
user_1625,user_1113,friendship,1.0
user_1625,user_1125,friendship,1.0
user_1625,user_1148,friendship,1.0
user_1625,user_1154,friendship,1.0
user_1625,user_1167,friendship,1.0
user_1625,user_1204,friendship,1.0
user_1625,user_1231,friendship,1.0
user_1625,user_1266,friendship,1.0
user_1625,user_1271,friendship,1.0
user_1625,user_1274,friendship,1.0
user_1625,user_1364,friendship,1.0
user_1625,user_1411,friendship,1.0
user_1625,user_1543,friendship,1.0
user_1625,user_1709,friendship,1.0
user_1625,user_1761,friendship,1.0
user_1625,user_1820,friendship,1.0
user_1625,user_1852,friendship,1.0
user_1625,user_1989,friendship,1.0
user_1625,user_2006,friendship,1.0
user_1625,user_2016,friendship,1.0
user_1625,user_2044,friendship,1.0
user_1625,user_2048,friendship,1.0
user_1625,user_2051,friendship,1.0
user_1625,user_2056,friendship,1.0
user_1869,user_24,friendship,1.0
user_1869,user_58,friendship,1.0
user_1869,user_72,friendship,1.0
user_1869,user_143,friendship,1.0
user_1869,user_150,friendship,1.0
user_1869,user_179,friendship,1.0
user_1869,user_191,friendship,1.0
user_1869,user_210,friendship,1.0
user_1869,user_211,friendship,1.0
user_1869,user_214,friendship,1.0
user_1869,user_232,friendship,1.0
user_1869,user_236,friendship,1.0
user_1869,user_258,friendship,1.0
user_1869,user_260,friendship,1.0
user_1869,user_290,friendship,1.0
user_1869,user_306,friendship,1.0
user_1869,user_378,friendship,1.0
user_1869,user_392,friendship,1.0
user_1869,user_405,friendship,1.0
user_1869,user_413,friendship,1.0
user_1869,user_415,friendship,1.0
user_1869,user_474,friendship,1.0
user_1869,user_486,friendship,1.0
user_1869,user_494,friendship,1.0
user_1869,user_498,friendship,1.0
user_1869,user_499,friendship,1.0
user_1869,user_581,friendship,1.0
user_1869,user_612,friendship,1.0
user_1869,user_640,friendship,1.0
user_1869,user_684,friendship,1.0
user_1869,user_690,friendship,1.0
user_1869,user_692,friendship,1.0
user_1869,user_732,friendship,1.0
user_1869,user_778,friendship,1.0
user_1869,user_779,friendship,1.0
user_1869,user_795,friendship,1.0
user_1869,user_855,friendship,1.0
user_1869,user_859,friendship,1.0
user_1869,user_898,friendship,1.0
user_1869,user_905,friendship,1.0
user_1869,user_910,friendship,1.0
user_1869,user_955,friendship,1.0
user_1869,user_963,friendship,1.0
user_1869,user_1014,friendship,1.0
user_1869,user_1023,friendship,1.0
user_1869,user_1027,friendship,1.0
user_1869,user_1033,friendship,1.0
user_1869,user_1153,friendship,1.0
user_1869,user_1164,friendship,1.0
user_1869,user_1189,friendship,1.0
user_1869,user_1213,friendship,1.0
user_1869,user_1233,friendship,1.0
user_1869,user_1247,friendship,1.0
user_1869,user_1255,friendship,1.0
user_1869,user_1298,friendship,1.0
user_1869,user_1308,friendship,1.0
user_1869,user_1310,friendship,1.0
user_1869,user_1466,friendship,1.0
user_1869,user_1503,friendship,1.0
user_1869,user_1572,friendship,1.0
user_1869,user_1577,friendship,1.0
user_1869,user_1662,friendship,1.0
user_1869,user_1761,friendship,1.0
user_1869,user_1766,friendship,1.0
user_1869,user_1771,friendship,1.0
user_1869,user_1924,friendship,1.0
user_1869,user_2032,friendship,1.0
user_1869,user_2034,friendship,1.0
user_1869,user_2037,friendship,1.0
user_1869,user_2058,friendship,1.0
user_1869,user_2079,friendship,1.0
user_3,user_78,friendship,1.0
user_3,user_255,friendship,1.0
user_3,user_460,friendship,1.0
user_3,user_837,friendship,1.0
user_3,user_1740,friendship,1.0
user_3,user_1801,friendship,1.0
user_3,user_1975,friendship,1.0
user_78,user_39,friendship,1.0
user_78,user_40,friendship,1.0
user_78,user_60,friendship,1.0
user_78,user_91,friendship,1.0
user_78,user_105,friendship,1.0
user_78,user_106,friendship,1.0
user_78,user_112,friendship,1.0
user_78,user_135,friendship,1.0
user_78,user_153,friendship,1.0
user_78,user_155,friendship,1.0
user_78,user_190,friendship,1.0
user_78,user_255,friendship,1.0
user_78,user_257,friendship,1.0
user_78,user_262,friendship,1.0
user_78,user_360,friendship,1.0
user_78,user_438,friendship,1.0
user_78,user_444,friendship,1.0
user_78,user_447,friendship,1.0
user_78,user_454,friendship,1.0
user_78,user_468,friendship,1.0
user_78,user_506,friendship,1.0
user_78,user_512,friendship,1.0
user_78,user_519,friendship,1.0
user_78,user_548,friendship,1.0
user_78,user_550,friendship,1.0
user_78,user_552,friendship,1.0
user_78,user_657,friendship,1.0
user_78,user_666,friendship,1.0
user_78,user_695,friendship,1.0
user_78,user_718,friendship,1.0
user_78,user_729,friendship,1.0
user_78,user_802,friendship,1.0
user_78,user_805,friendship,1.0
user_78,user_823,friendship,1.0
user_78,user_837,friendship,1.0
user_78,user_874,friendship,1.0
user_78,user_908,friendship,1.0
user_78,user_914,friendship,1.0
user_78,user_926,friendship,1.0
user_78,user_928,friendship,1.0
user_78,user_935,friendship,1.0
user_78,user_936,friendship,1.0
user_78,user_951,friendship,1.0
user_78,user_1024,friendship,1.0
user_78,user_1026,friendship,1.0
user_78,user_1098,friendship,1.0
user_78,user_1101,friendship,1.0
user_78,user_1149,friendship,1.0
user_78,user_1181,friendship,1.0
user_78,user_1211,friendship,1.0
user_78,user_1273,friendship,1.0
user_78,user_1284,friendship,1.0
user_78,user_1315,friendship,1.0
user_78,user_1357,friendship,1.0
user_78,user_1393,friendship,1.0
user_78,user_1403,friendship,1.0
user_78,user_1557,friendship,1.0
user_78,user_1575,friendship,1.0
user_78,user_1601,friendship,1.0
user_78,user_1604,friendship,1.0
user_78,user_1619,friendship,1.0
user_78,user_1621,friendship,1.0
user_78,user_1719,friendship,1.0
user_78,user_1722,friendship,1.0
user_78,user_1732,friendship,1.0
user_78,user_1740,friendship,1.0
user_78,user_1774,friendship,1.0
user_78,user_1801,friendship,1.0
user_78,user_1827,friendship,1.0
user_78,user_1841,friendship,1.0
user_78,user_1883,friendship,1.0
user_78,user_1890,friendship,1.0
user_78,user_1892,friendship,1.0
user_78,user_1995,friendship,1.0
user_78,user_2003,friendship,1.0
user_78,user_2006,friendship,1.0
user_78,user_2028,friendship,1.0
user_78,user_2046,friendship,1.0
user_78,user_2066,friendship,1.0
user_255,user_283,friendship,1.0
user_255,user_552,friendship,1.0
user_255,user_1315,friendship,1.0
user_255,user_1732,friendship,1.0
user_255,user_1907,friendship,1.0
user_460,user_99,friendship,1.0
user_460,user_426,friendship,1.0
user_460,user_759,friendship,1.0
user_460,user_782,friendship,1.0
user_460,user_1054,friendship,1.0
user_460,user_1213,friendship,1.0
user_460,user_1801,friendship,1.0
user_460,user_1883,friendship,1.0
user_460,user_1977,friendship,1.0
user_460,user_2006,friendship,1.0
user_837,user_1801,friendship,1.0
user_837,user_1975,friendship,1.0
user_837,user_2006,friendship,1.0
user_1740,user_1087,friendship,1.0
user_1801,user_105,friendship,1.0
user_1801,user_168,friendship,1.0
user_1801,user_193,friendship,1.0
user_1801,user_307,friendship,1.0
user_1801,user_366,friendship,1.0
user_1801,user_426,friendship,1.0
user_1801,user_500,friendship,1.0
user_1801,user_695,friendship,1.0
user_1801,user_697,friendship,1.0
user_1801,user_718,friendship,1.0
user_1801,user_782,friendship,1.0
user_1801,user_805,friendship,1.0
user_1801,user_838,friendship,1.0
user_1801,user_848,friendship,1.0
user_1801,user_928,friendship,1.0
user_1801,user_936,friendship,1.0
user_1801,user_951,friendship,1.0
user_1801,user_1101,friendship,1.0
user_1801,user_1108,friendship,1.0
user_1801,user_1154,friendship,1.0
user_1801,user_1182,friendship,1.0
user_1801,user_1194,friendship,1.0
user_1801,user_1204,friendship,1.0
user_1801,user_1266,friendship,1.0
user_1801,user_1335,friendship,1.0
user_1801,user_1557,friendship,1.0
user_1801,user_1657,friendship,1.0
user_1801,user_1732,friendship,1.0
user_1801,user_1882,friendship,1.0
user_1801,user_1891,friendship,1.0
user_1801,user_1893,friendship,1.0
user_1801,user_1975,friendship,1.0
user_1801,user_2003,friendship,1.0
user_1801,user_2006,friendship,1.0
user_1801,user_2028,friendship,1.0
user_1801,user_2047,friendship,1.0
user_1801,user_2099,friendship,1.0
user_1975,user_366,friendship,1.0
user_1975,user_440,friendship,1.0
user_1975,user_500,friendship,1.0
user_1975,user_936,friendship,1.0
user_1975,user_1108,friendship,1.0
user_1975,user_1125,friendship,1.0
user_1975,user_1155,friendship,1.0
user_1975,user_1167,friendship,1.0
user_1975,user_1182,friendship,1.0
user_1975,user_1204,friendship,1.0
user_1975,user_1211,friendship,1.0
user_1975,user_1626,friendship,1.0
user_1975,user_1642,friendship,1.0
user_1975,user_1882,friendship,1.0
user_1975,user_1883,friendship,1.0
user_1975,user_2006,friendship,1.0
user_4,user_99,friendship,1.0
user_4,user_124,friendship,1.0
user_4,user_211,friendship,1.0
user_4,user_264,friendship,1.0
user_4,user_493,friendship,1.0
user_4,user_520,friendship,1.0
user_4,user_534,friendship,1.0
user_4,user_850,friendship,1.0
user_4,user_1103,friendship,1.0
user_4,user_2080,friendship,1.0
user_99,user_31,friendship,1.0
user_99,user_124,friendship,1.0
user_99,user_191,friendship,1.0
user_99,user_210,friendship,1.0
user_99,user_211,friendship,1.0
user_99,user_298,friendship,1.0
user_99,user_304,friendship,1.0
user_99,user_306,friendship,1.0
user_99,user_371,friendship,1.0
user_99,user_396,friendship,1.0
user_99,user_446,friendship,1.0
user_99,user_499,friendship,1.0
user_99,user_520,friendship,1.0
user_99,user_566,friendship,1.0
user_99,user_575,friendship,1.0
user_99,user_577,friendship,1.0
user_99,user_650,friendship,1.0
user_99,user_665,friendship,1.0
user_99,user_686,friendship,1.0
user_99,user_762,friendship,1.0
user_99,user_767,friendship,1.0
user_99,user_859,friendship,1.0
user_99,user_954,friendship,1.0
user_99,user_1163,friendship,1.0
user_99,user_1164,friendship,1.0
user_99,user_1165,friendship,1.0
user_99,user_1173,friendship,1.0
user_99,user_1213,friendship,1.0
user_99,user_1255,friendship,1.0
user_99,user_1319,friendship,1.0
user_99,user_1343,friendship,1.0
user_99,user_1514,friendship,1.0
user_99,user_1595,friendship,1.0
user_99,user_1642,friendship,1.0
user_99,user_1653,friendship,1.0
user_99,user_1835,friendship,1.0
user_99,user_2080,friendship,1.0
user_124,user_210,friendship,1.0
user_124,user_211,friendship,1.0
user_124,user_216,friendship,1.0
user_124,user_264,friendship,1.0
user_124,user_274,friendship,1.0
user_124,user_396,friendship,1.0
user_124,user_397,friendship,1.0
user_124,user_499,friendship,1.0
user_124,user_520,friendship,1.0
user_124,user_665,friendship,1.0
user_124,user_859,friendship,1.0
user_124,user_1225,friendship,1.0
user_124,user_1282,friendship,1.0
user_124,user_1343,friendship,1.0
user_124,user_1626,friendship,1.0
user_124,user_1642,friendship,1.0
user_124,user_1835,friendship,1.0
user_211,user_31,friendship,1.0
user_211,user_183,friendship,1.0
user_211,user_216,friendship,1.0
user_211,user_306,friendship,1.0
user_211,user_371,friendship,1.0
user_211,user_396,friendship,1.0
user_211,user_442,friendship,1.0
user_211,user_476,friendship,1.0
user_211,user_499,friendship,1.0
user_211,user_520,friendship,1.0
user_211,user_534,friendship,1.0
user_211,user_575,friendship,1.0
user_211,user_650,friendship,1.0
user_211,user_655,friendship,1.0
user_211,user_665,friendship,1.0
user_211,user_759,friendship,1.0
user_211,user_762,friendship,1.0
user_211,user_850,friendship,1.0
user_211,user_859,friendship,1.0
user_211,user_1103,friendship,1.0
user_211,user_1163,friendship,1.0
user_211,user_1164,friendship,1.0
user_211,user_1173,friendship,1.0
user_211,user_1213,friendship,1.0
user_211,user_1225,friendship,1.0
user_211,user_1258,friendship,1.0
user_211,user_1282,friendship,1.0
user_211,user_1343,friendship,1.0
user_211,user_1393,friendship,1.0
user_211,user_1496,friendship,1.0
user_211,user_1514,friendship,1.0
user_211,user_1626,friendship,1.0
user_211,user_1653,friendship,1.0
user_211,user_1667,friendship,1.0
user_211,user_1777,friendship,1.0
user_211,user_1835,friendship,1.0
user_211,user_2080,friendship,1.0
user_264,user_142,friendship,1.0
user_264,user_407,friendship,1.0
user_264,user_452,friendship,1.0
user_264,user_714,friendship,1.0
user_264,user_1099,friendship,1.0
user_264,user_1202,friendship,1.0
user_264,user_1505,friendship,1.0
user_264,user_1543,friendship,1.0
user_264,user_1882,friendship,1.0
user_264,user_1942,friendship,1.0
user_264,user_2080,friendship,1.0
user_493,user_210,friendship,1.0
user_493,user_499,friendship,1.0
user_493,user_534,friendship,1.0
user_493,user_1225,friendship,1.0
user_493,user_1595,friendship,1.0
user_493,user_1835,friendship,1.0
user_493,user_2058,friendship,1.0
user_520,user_31,friendship,1.0
user_520,user_59,friendship,1.0
user_520,user_183,friendship,1.0
user_520,user_210,friendship,1.0
user_520,user_218,friendship,1.0
user_520,user_396,friendship,1.0
user_520,user_446,friendship,1.0
user_520,user_499,friendship,1.0
user_520,user_534,friendship,1.0
user_520,user_575,friendship,1.0
user_520,user_658,friendship,1.0
user_520,user_859,friendship,1.0
user_520,user_954,friendship,1.0
user_520,user_1343,friendship,1.0
user_520,user_1514,friendship,1.0
user_520,user_1642,friendship,1.0
user_520,user_1653,friendship,1.0
user_520,user_1818,friendship,1.0
user_520,user_1835,friendship,1.0
user_520,user_1942,friendship,1.0
user_520,user_2080,friendship,1.0
user_534,user_31,friendship,1.0
user_534,user_51,friendship,1.0
user_534,user_58,friendship,1.0
user_534,user_79,friendship,1.0
user_534,user_134,friendship,1.0
user_534,user_179,friendship,1.0
user_534,user_191,friendship,1.0
user_534,user_210,friendship,1.0
user_534,user_227,friendship,1.0
user_534,user_236,friendship,1.0
user_534,user_306,friendship,1.0
user_534,user_322,friendship,1.0
user_534,user_353,friendship,1.0
user_534,user_397,friendship,1.0
user_534,user_474,friendship,1.0
user_534,user_479,friendship,1.0
user_534,user_499,friendship,1.0
user_534,user_514,friendship,1.0
user_534,user_538,friendship,1.0
user_534,user_575,friendship,1.0
user_534,user_650,friendship,1.0
user_534,user_665,friendship,1.0
user_534,user_730,friendship,1.0
user_534,user_757,friendship,1.0
user_534,user_781,friendship,1.0
user_534,user_816,friendship,1.0
user_534,user_826,friendship,1.0
user_534,user_852,friendship,1.0
user_534,user_859,friendship,1.0
user_534,user_911,friendship,1.0
user_534,user_1163,friendship,1.0
user_534,user_1164,friendship,1.0
user_534,user_1165,friendship,1.0
user_534,user_1173,friendship,1.0
user_534,user_1213,friendship,1.0
user_534,user_1247,friendship,1.0
user_534,user_1255,friendship,1.0
user_534,user_1278,friendship,1.0
user_534,user_1343,friendship,1.0
user_534,user_1356,friendship,1.0
user_534,user_1496,friendship,1.0
user_534,user_1503,friendship,1.0
user_534,user_1600,friendship,1.0
user_534,user_1616,friendship,1.0
user_534,user_1653,friendship,1.0
user_534,user_1717,friendship,1.0
user_534,user_1762,friendship,1.0
user_534,user_1798,friendship,1.0
user_534,user_1835,friendship,1.0
