artistID,tagID,tag_value,tag_weight
9,563,terrorbanana,1.0
9,565,dark electro,3.0
9,570,techno,1.0
9,571,dark techno,1.0
9,572,helltrance,1.0
9,576,alpha quadrant,1.0
9,577,industrial techno,1.0
9,580,industrial dance,1.0
9,595,war,1.0
9,597,combichrist,1.0
9,1447,remix,1.0
9,2794,tbm,1.0
9,3673,ultimate favorite,1.0
9,6763,prejebeno,1.0
10,10,harsh ebm,1.0
10,18,electronic,2.0
10,61,industrial,4.0
10,86,ebm,9.0
10,385,melodic death metal,1.0
10,563,terrorbanana,1.0
10,565,dark electro,5.0
10,607,dutch,1.0
11,18,electronic,1.0
11,30,german,1.0
11,61,industrial,4.0
11,86,ebm,5.0
11,563,terrorbanana,1.0
11,565,dark electro,4.0
11,567,rave,1.0
12,4,black metal,4.0
12,5,death metal,7.0
12,188,polish,1.0
12,742,brutal death metal,2.0
12,743,technical death metal,1.0
12,2096,blackened death metal,2.0
12,3509,extreme metal,1.0
12,6778,death-black metal,1.0
12,7954,black metal cabeza,1.0
12,9613,polish death metal,1.0
12,9614,pldm,1.0
13,9,electro-industrial,2.0
13,10,harsh ebm,1.0
13,12,aggrotech,1.0
13,18,electronic,1.0
13,61,industrial,5.0
13,86,ebm,6.0
13,565,dark electro,5.0
13,4328,friends,1.0
15,1,metal,1.0
15,4,black metal,12.0
15,5,death metal,2.0
15,89,symphonic metal,1.0
15,285,awesome,1.0
15,1482,dark metal,1.0
15,1532,symphonic black metal,8.0
15,2092,norwegian black metal,1.0
15,2139,halloween,1.0
15,3135,melodic heavy metal,1.0
15,3335,atmospheric black metal,1.0
15,3343,melodic black metal,4.0
15,3509,extreme metal,1.0
15,3704,symphonic,1.0
15,3705,nordic metal,1.0
15,3706,true norwegian black metal,1.0
15,3707,norwegian metal,1.0
15,6763,prejebeno,1.0
15,7155,close your eyes and imagine,1.0
15,7954,black metal cabeza,1.0
16,18,electronic,1.0
16,61,industrial,4.0
16,179,gothic,6.0
16,190,gothic rock,4.0
16,575,darkwave,2.0
16,1097,covers,1.0
16,1478,goth,2.0
16,2548,heavy,1.0
16,3678,weird,1.0
16,4300,sexy songs,1.0
16,5033,dark wave,1.0
17,10,harsh ebm,2.0
17,12,aggrotech,2.0
17,61,industrial,5.0
17,86,ebm,3.0
17,563,terrorbanana,1.0
17,565,dark electro,4.0
17,2548,heavy,1.0
18,18,electronic,3.0
18,61,industrial,4.0
18,74,synthpop,1.0
18,86,ebm,2.0
18,179,gothic,6.0
18,187,electronica,1.0
18,190,gothic rock,1.0
18,202,electro pop,1.0
18,575,darkwave,7.0
18,1097,covers,2.0
18,1478,goth,2.0
18,3673,ultimate favorite,1.0
18,5033,dark wave,1.0
19,9,electro-industrial,1.0
19,18,electronic,3.0
19,30,german,1.0
19,61,industrial,8.0
19,86,ebm,5.0
19,370,favorite,1.0
19,565,dark electro,3.0
19,575,darkwave,1.0
19,662,perfect,1.0
19,959,po-kraftwerkski,1.0
19,964,ogonj,1.0
19,966,oni pout,1.0
19,967,ohm sweet ohm,1.0
19,1447,remix,1.0
19,3673,ultimate favorite,1.0
20,1,metal,1.0
20,4,black metal,3.0
20,89,symphonic metal,1.0
20,1532,symphonic black metal,1.0
20,2092,norwegian black metal,1.0
22,9,electro-industrial,1.0
22,61,industrial,2.0
22,67,noise,2.0
22,86,ebm,1.0
22,613,powernoise,1.0
23,4,black metal,1.0
23,6,industrial metal,5.0
23,18,electronic,1.0
23,61,industrial,1.0
23,3508,cyber metal,1.0
23,6763,prejebeno,1.0
23,6765,just could not get any better,1.0
23,6773,industrial black metal,1.0
24,9,electro-industrial,2.0
24,61,industrial,3.0
24,86,ebm,2.0
24,563,terrorbanana,1.0
24,567,rave,1.0
24,7188,approfondire,1.0
25,1,metal,7.0
25,4,black metal,7.0
25,5,death metal,3.0
25,7,gothic metal,7.0
25,121,uk,1.0
25,179,gothic,1.0
25,850,cover,2.0
25,1532,symphonic black metal,6.0
25,3343,melodic black metal,1.0
25,6312,great intro,1.0
25,6770,who is goth lol,1.0
25,6776,black gay,1.0
26,10,harsh ebm,1.0
26,18,electronic,1.0
26,46,melancholy,1.0
26,61,industrial,1.0
26,127,seen live,1.0
26,321,french,2.0
26,447,favourites,1.0
26,565,dark electro,4.0
26,839,sad,1.0
26,4328,friends,1.0
26,12174,toured with,1.0
27,18,electronic,2.0
27,30,german,1.0
27,32,avant-garde,1.0
27,33,experimental,1.0
27,61,industrial,8.0
27,86,ebm,3.0
27,309,electro,1.0
27,364,favorites,1.0
27,850,cover,1.0
27,1097,covers,1.0
27,3673,ultimate favorite,1.0
28,1,metal,2.0
28,4,black metal,9.0
28,127,seen live,1.0
28,2091,true black metal,1.0
28,2092,norwegian black metal,2.0
28,3706,true norwegian black metal,2.0
28,4117,very kvlt,1.0
28,4118,killer drums,1.0
28,7954,black metal cabeza,1.0
28,11142,satanic metal,1.0
30,1,metal,1.0
30,14,ambient,1.0
30,16,new wave,2.0
30,17,synth pop,2.0
30,18,electronic,7.0
30,25,80s,1.0
30,30,german,3.0
30,33,experimental,1.0
30,39,dance,1.0
30,61,industrial,5.0
30,74,synthpop,8.0
30,79,alternative,1.0
30,86,ebm,8.0
30,88,psychedelic,1.0
30,90,trance,1.0
30,127,seen live,1.0
30,179,gothic,1.0
30,233,dark,1.0
30,238,sexy,1.0
30,302,ethnic,1.0
30,352,90s,1.0
30,395,new romantic,1.0
30,494,synth,1.0
30,575,darkwave,1.0
30,600,futurepop,4.0
30,956,the beowulfs choice,1.0
30,957,scholes song,1.0
30,959,po-kraftwerkski,1.0
30,962,my fav fun,1.0
30,963,touching song,1.0
30,964,ogonj,1.0
30,965,absolute disco,1.0
30,966,oni pout,1.0
30,967,ohm sweet ohm,1.0
30,968,nejlepsi,1.0
30,969,po-andoneovski,1.0
30,976,true synthpop,1.0
30,2102,loveliness,1.0
30,3237,drum,1.0
30,3239,and one,1.0
30,3969,beat,1.0
30,4300,sexy songs,1.0
30,6690,newman-esque,1.0
31,12,aggrotech,1.0
31,61,industrial,2.0
31,86,ebm,5.0
31,127,seen live,1.0
31,233,dark,1.0
31,563,terrorbanana,1.0
31,565,dark electro,4.0
32,4,black metal,1.0
32,16,new wave,1.0
32,17,synth pop,1.0
32,18,electronic,7.0
32,25,80s,1.0
32,61,industrial,5.0
32,74,synthpop,6.0
32,86,ebm,11.0
32,127,seen live,3.0
32,187,electronica,2.0
32,364,favorites,1.0
32,575,darkwave,2.0
32,600,futurepop,7.0
32,601,swedish,1.0
32,602,futurepop anthem,1.0
32,3673,ultimate favorite,1.0
32,6763,prejebeno,1.0
32,10093,succulent 3s,1.0
34,18,electronic,2.0
34,61,industrial,3.0
34,74,synthpop,2.0
34,86,ebm,6.0
34,364,favorites,1.0
34,600,futurepop,2.0
34,602,futurepop anthem,1.0
34,604,norwegian,1.0
34,3673,ultimate favorite,1.0
36,6,industrial metal,4.0
36,18,electronic,3.0
36,30,german,3.0
36,61,industrial,10.0
36,86,ebm,2.0
36,187,electronica,2.0
36,189,industrial rock,4.0
36,232,addictive,1.0
36,285,awesome,1.0
36,796,music for tossing furniture around,1.0
36,802,take your shirt off and dance to it,1.0
36,1902,interesting,1.0
36,2140,rock hard,1.0
36,3673,ultimate favorite,1.0
36,4098,kmfdm,1.0
36,12431,ultra heavy beat,1.0
37,12,aggrotech,1.0
37,30,german,3.0
37,61,industrial,1.0
37,86,ebm,5.0
37,575,darkwave,2.0
38,4,black metal,2.0
38,8,terror ebm,2.0
38,10,harsh ebm,2.0
38,61,industrial,2.0
38,86,ebm,1.0
38,378,deathcore,1.0
38,563,terrorbanana,1.0
38,565,dark electro,3.0
38,5422,post-industrial,1.0
38,11455,dawn of ashes -angels,1.0
39,18,electronic,2.0
39,30,german,2.0
39,179,gothic,3.0
39,191,instrumental,1.0
39,575,darkwave,5.0
39,827,medieval,1.0
39,850,cover,1.0
39,9745,makes me wanna dance,1.0
39,9846,poem,1.0
40,18,electronic,3.0
40,39,dance,3.0
40,79,alternative,1.0
40,81,indie,3.0
40,84,indie rock,2.0
40,127,seen live,1.0
40,228,catchy,1.0
40,719,gossip girl,1.0
40,918,american artists,1.0
40,1964,bouncy,1.0
40,5808,indi,1.0
40,7252,berep shows the love,1.0
40,9437,witch-clash,1.0
40,11492,must see live before dying,1.0
40,11792,songs to download later,1.0
40,11935,smash it up,1.0
40,12209,other great tracks,1.0
40,12590,the faint,1.0
41,12,aggrotech,1.0
41,61,industrial,1.0
41,86,ebm,4.0
41,233,dark,1.0
41,565,dark electro,3.0
43,18,electronic,1.0
43,61,industrial,3.0
43,67,noise,1.0
43,86,ebm,2.0
43,613,powernoise,1.0
44,30,german,3.0
44,61,industrial,4.0
44,86,ebm,4.0
44,127,seen live,1.0
44,179,gothic,3.0
44,575,darkwave,3.0
44,1447,remix,1.0
44,2726,favorite songs,1.0
45,1,metal,1.0
45,18,electronic,7.0
45,33,experimental,1.0
45,61,industrial,9.0
45,73,rock,1.0
45,79,alternative,4.0
45,127,seen live,4.0
45,181,punk,10.0
45,187,electronica,1.0
45,503,live,1.0
45,3673,ultimate favorite,1.0
45,5786,industrial jungle pussy punk,5.0
45,8160,the fucking best,1.0
45,9827,i want to dance in my underwear,1.0
45,9971,synthpunk,1.0
45,10114,magnificently mediocre,1.0
45,12575,mindless self indulgence,1.0
46,191,instrumental,2.0
46,512,romantic,3.0
46,545,classical,7.0
46,719,gossip girl,1.0
46,1099,christmas blend,1.0
46,4602,ballet,1.0
46,7089,inspiration,1.0
46,7094,tchaikovsky,1.0
46,8505,the best classical opera and film scores,1.0
46,10537,top100,1.0
47,1,metal,1.0
47,4,black metal,7.0
47,32,avant-garde,1.0
47,229,epic,1.0
47,233,dark,1.0
47,285,awesome,1.0
47,524,great,1.0
47,604,norwegian,1.0
47,793,fucking awesome,1.0
47,794,play this loud enough to raise the dead,1.0
47,797,masterpiece,1.0
47,2092,norwegian black metal,1.0
47,3343,melodic black metal,1.0
47,3510,raw black metal,1.0
47,3605,favourite songs,1.0
47,3706,true norwegian black metal,2.0
47,4117,very kvlt,1.0
47,4118,killer drums,1.0
47,4119,killer riffing,1.0
47,4120,norway,1.0
47,8556,extreme black metal,1.0
47,8557,sophisticated black metal art,1.0
47,8558,awesome songs,1.0
48,321,french,1.0
48,1532,symphonic black metal,1.0
49,9,electro-industrial,1.0
49,18,electronic,1.0
49,61,industrial,3.0
49,86,ebm,2.0
49,127,seen live,1.0
49,309,electro,1.0
49,565,dark electro,3.0
50,6,industrial metal,1.0
50,7,gothic metal,1.0
50,61,industrial,2.0
50,86,ebm,1.0
50,179,gothic,1.0
51,13,chillout,1.0
51,14,ambient,1.0
51,16,new wave,38.0
51,17,synth pop,6.0
51,18,electronic,6.0
51,19,80's,1.0
51,24,pop,17.0
51,25,80s,41.0
51,26,atmospheric,2.0
51,27,ethereal,1.0
51,33,experimental,1.0
51,39,dance,2.0
51,42,synth-pop,1.0
51,56,melancholic,2.0
51,69,dub,1.0
51,73,rock,8.0
51,74,synthpop,9.0
51,78,alternative rock,1.0
51,79,alternative,4.0
51,81,indie,2.0
51,84,indie rock,1.0
51,105,house,1.0
51,109,pop rock,1.0
51,121,uk,3.0
51,122,old school,1.0
51,127,seen live,6.0
51,128,hit,1.0
51,134,singer-songwriter,2.0
51,170,grunge,1.0
51,184,soundtrack,2.0
51,185,acoustic,2.0
51,187,electronica,1.0
51,191,instrumental,2.0
51,192,classic rock,1.0
51,195,british,8.0
51,200,hot,2.0
51,201,guilty pleasures,1.0
51,209,legend,1.0
51,210,00s,4.0
51,213,beautiful,2.0
51,229,epic,1.0
51,230,love it,1.0
51,231,ballad,2.0
51,238,sexy,2.0
51,275,post-punk,1.0
51,285,awesome,1.0
51,296,indie pop,1.0
51,352,90s,6.0
51,363,brit pop,1.0
51,364,favorites,1.0
51,389,britpop,3.0
51,395,new romantic,14.0
51,447,favourites,2.0
51,503,live,2.0
51,505,80s pop,1.0
51,508,love,2.0
51,509,dance-pop,1.0
51,512,romantic,1.0
51,519,eighties,1.0
51,642,guilty pleasure,1.0
51,662,perfect,1.0
51,689,madonna,1.0
51,706,2008,1.0
51,730,love at first listen,1.0
51,801,hypnotic,1.0
51,824,mellow,2.0
51,831,the best,1.0
51,835,nostalgia,1.0
51,838,amazing vocal,1.0
51,850,cover,3.0
51,885,fav songs,1.0
51,887,new wave songs,1.0
51,889,fav artists,1.0
51,892,1982 songs,1.0
51,895,british artists,1.0
51,896,1981 songs,2.0
51,897,new wave artists,1.0
51,899,1983 songs,1.0
51,900,new romantic songs,2.0
51,919,b-sides,3.0
51,956,the beowulfs choice,1.0
51,957,scholes song,1.0
51,960,my pleasuredome,1.0
51,961,zadrotstvo,1.0
51,962,my fav fun,1.0
51,963,touching song,1.0
51,964,ogonj,1.0
51,965,absolute disco,1.0
51,968,nejlepsi,1.0
51,969,po-andoneovski,1.0
51,972,my choice,1.0
51,1044,1995,1.0
51,1048,1981,1.0
51,1097,covers,2.0
51,1100,rain,1.0
51,1424,drugs,1.0
51,1446,dramatic,1.0
51,1447,remix,3.0
51,1495,sex,1.0
51,1680,faves,1.0
51,1735,club,1.0
51,1790,retro,1.0
51,1886,fucking amazing,1.0
51,1955,90's,1.0
51,1956,demo,1.0
51,1990,mix,1.0
51,2006,duran duran,11.0
51,2115,acoustic rock,1.0
51,2333,electro-pop,1.0
51,2520,best songs ever,1.0
51,2551,danny,1.0
51,2580,erotic,1.0
51,2700,best,1.0
51,2712,all time faves,1.0
51,2805,single,1.0
51,2887,energetic,1.0
51,3049,favorite tracks,1.0
51,3129,duran my fave from wedding album,1.0
51,3130,love duran jt,1.0
51,3183,nelly furtado,1.0
51,3495,tag your songs properly,1.0
51,3496,artists,1.0
51,3588,u2,1.0
51,3605,favourite songs,1.0
51,3816,tender,1.0
51,3830,weirdness,1.0
51,4103,johnny,1.0
51,4397,political,1.0
51,4523,1990s,1.0
51,4861,new romantics,1.0
51,4864,i want back to the 80s,1.0
51,4871,duran,1.0
51,4897,b-side,3.0
51,4927,nineties,1.0
51,4929,1990's,1.0
51,4938,my favorites,1.0
51,4955,1008,1.0
51,5094,religion,1.0
51,5316,anthemic,1.0
51,5318,stylish,1.0
51,5320,majestic,1.0
51,5322,james bond,2.0
51,6050,reasons to love 80s,1.0
51,6051,chilled,1.0
51,6665,dd,1.0
51,6798,numbers,1.0
51,6805,scifi,1.0
51,6815,blue songs,1.0
51,7103,loved tracks,1.0
51,7797,slowies,1.0
51,7800,edit,1.0
51,7801,song with samples,1.0
51,7862,bond,1.0
51,8398,80s stuff,1.0
51,8572,bad day,1.0
51,8573,life on mars,1.0
51,8574,titans,1.0
51,8576,bobbi,1.0
51,8577,roy,1.0
51,8579,clint,1.0
51,8580,simon,1.0
51,8582,babs,1.0
51,8584,wally,1.0
51,8586,runaways,1.0
51,8587,rachel,1.0
51,8589,government,1.0
51,8590,caleb,1.0
51,8592,tula,1.0
51,8594,tony,1.0
51,8595,jason,1.0
51,8596,kon,1.0
51,8597,amelia,1.0
51,8599,tara,1.0
51,8604,bad days,1.0
51,8605,unsure,1.0
51,8611,x-men,1.0
51,8612,roxy,1.0
51,8613,bad girls,1.0
51,8617,namora,1.0
51,8618,teddy,1.0
51,8951,songs to feel happy to,1.0
51,9973,seen in concert,1.0
51,11499,leftovergrooves,1.0
51,11504,collectables,1.0
51,12208,new wave and eighties,1.0
52,13,chillout,10.0
52,15,downtempo,7.0
52,18,electronic,6.0
52,20,lounge,2.0
52,21,trip-hop,15.0
52,24,pop,1.0
52,39,dance,1.0
52,41,female vovalists,1.0
52,102,hip-hop,1.0
52,127,seen live,2.0
52,130,female vocalists,4.0
52,184,soundtrack,1.0
52,238,sexy,1.0
52,557,easy listening,1.0
52,727,vocal,1.0
52,826,chill,1.0
52,1492,relax,1.0
52,2336,favorite artist,1.0
52,4847,my fav songs,1.0
52,5083,science,1.0
52,6794,cities,1.0
52,6796,transport,1.0
52,6808,cars,1.0
52,8730,drug music,1.0
52,10534,alsolike,1.0
52,11083,the end,1.0
52,11613,btvs,1.0
53,13,chillout,16.0
53,14,ambient,16.0
53,15,downtempo,7.0
53,18,electronic,31.0
53,20,lounge,2.0
53,21,trip-hop,9.0
53,25,80s,1.0
53,26,atmospheric,1.0
53,33,experimental,1.0
53,39,dance,1.0
53,69,dub,1.0
53,79,alternative,6.0
53,81,indie,3.0
53,83,jazz,1.0
53,95,autumn,1.0
53,127,seen live,1.0
53,184,soundtrack,1.0
53,187,electronica,7.0
53,191,instrumental,3.0
53,192,classic rock,1.0
53,213,beautiful,1.0
53,230,love it,1.0
53,233,dark,1.0
53,234,amazing,1.0
53,238,sexy,3.0
53,296,indie pop,1.0
53,309,electro,1.0
53,321,french,7.0
53,347,gay,1.0
53,352,90s,3.0
53,393,dream pop,1.0
53,425,pastel,1.0
53,447,favourites,1.0
53,500,brilliant,2.0
53,508,love,1.0
53,511,english,1.0
53,526,piano,1.0
53,727,vocal,1.0
53,801,hypnotic,1.0
53,824,mellow,3.0
53,825,relaxing,1.0
53,836,dreamy,1.0
53,839,sad,1.0
53,845,meditative,1.0
53,1492,relax,1.0
53,1534,indietronica,1.0
53,1911,cool,1.0
53,1956,demo,1.0
53,2336,favorite artist,1.0
53,2349,sweet,1.0
53,2362,dream,1.0
53,2377,european,1.0
53,2384,downbeat,1.0
53,2784,france,1.0
53,3605,favourite songs,1.0
53,3708,music for my soul,1.0
53,3999,eletronic,1.0
53,4278,curious about,1.0
53,4328,friends,1.0
53,4646,air,1.0
53,4773,veronica mars,1.0
53,6171,aana,1.0
53,6957,sweet electronic,1.0
53,7013,dreamlike,1.0
53,9819,my electro feelings,1.0
53,9825,just chillin,1.0
53,10534,alsolike,1.0
53,10692,beautiful music,1.0
53,11071,sex music,1.0
53,11490,effy,1.0
54,13,chillout,8.0
54,14,ambient,1.0
54,15,downtempo,4.0
54,18,electronic,8.0
54,20,lounge,1.0
54,21,trip-hop,16.0
54,24,pop,2.0
54,27,ethereal,1.0
54,49,female vocalist,1.0
54,62,trip hop,2.0
54,73,rock,1.0
54,79,alternative,3.0
54,81,indie,2.0
54,127,seen live,1.0
54,130,female vocalists,5.0
54,187,electronica,1.0
54,210,00s,1.0
54,238,sexy,1.0
54,352,90s,1.0
54,370,favorite,1.0
54,393,dream pop,1.0
54,614,belgian,1.0
54,727,vocal,1.0
54,824,mellow,1.0
54,826,chill,1.0
54,836,dreamy,1.0
54,1447,remix,1.0
54,1492,relax,1.0
54,2336,favorite artist,1.0
54,6171,aana,1.0
54,6445,post modern,1.0
54,6794,cities,1.0
54,9819,my electro feelings,1.0
54,9822,remember him,1.0
54,10534,alsolike,1.0
55,13,chillout,1.0
55,16,new wave,1.0
55,18,electronic,27.0
55,19,80's,2.0
55,24,pop,47.0
55,25,80s,10.0
55,39,dance,47.0
55,49,female vocalist,2.0
55,69,dub,1.0
55,73,rock,2.0
55,74,synthpop,2.0
55,79,alternative,4.0
55,81,indie,3.0
55,90,trance,1.0
55,102,hip-hop,1.0
55,105,house,2.0
55,124,pop dance,1.0
55,127,seen live,5.0
55,130,female vocalists,23.0
55,167,rnb,3.0
55,187,electronica,3.0
55,191,instrumental,1.0
55,195,british,1.0
55,199,electropop,2.0
55,200,hot,3.0
55,201,guilty pleasures,1.0
55,202,electro pop,2.0
55,203,disco,7.0
55,204,fierce,1.0
55,205,urban pop,1.0
55,206,<3,1.0
55,208,diva,4.0
55,209,legend,1.0
55,210,00s,3.0
55,213,beautiful,2.0
55,215,icon,1.0
55,228,catchy,3.0
55,230,love it,2.0
55,233,dark,1.0
55,234,amazing,1.0
55,238,sexy,7.0
55,242,power pop,1.0
55,285,awesome,1.0
55,296,indie pop,1.0
55,308,latin,2.0
55,309,electro,2.0
55,346,female,4.0
55,347,gay,1.0
55,348,gay icons,1.0
55,350,gay icon,1.0
55,351,europop,2.0
55,352,90s,10.0
55,357,dance pop,1.0
55,358,queen of pop,1.0
55,359,top artists,1.0
55,360,australian,10.0
55,363,brit pop,1.0
55,364,favorites,2.0
55,365,pwl,1.0
55,366,kylie minogue,3.0
55,369,kylie,1.0
55,372,best of pop,1.0
55,396,electroclash,1.0
55,483,party,1.0
55,496,80s awesome,1.0
55,498,i love 80s,1.0
55,501,pet shop boys,1.0
55,502,back to the 80s,1.0
55,507,10s,1.0
55,508,love,2.0
55,509,dance-pop,1.0
55,510,80s new wave,1.0
55,511,english,1.0
55,512,romantic,1.0
55,516,i love disco diamonds,1.0
55,517,80s dance,1.0
55,519,eighties,2.0
55,524,great,1.0
55,527,classic,1.0
55,570,techno,1.0
55,625,soul,2.0
55,640,urban,1.0
55,670,girl power,1.0
55,698,love song,1.0
55,724,happy,1.0
55,730,love at first listen,4.0
55,781,2010,1.0
55,792,1980s,1.0
55,814,perfection,1.0
55,824,mellow,1.0
55,838,amazing vocal,1.0
55,839,sad,1.0
55,844,sensual,1.0
55,1023,1992,1.0
55,1032,1991,1.0
55,1237,2009,1.0
55,1238,2007,1.0
55,1319,pop princess,2.0
55,1445,emotional,1.0
55,1447,remix,1.0
55,1457,chill-out,1.0
55,1495,sex,1.0
55,1593,popular,1.0
55,1658,i wish i could make a video for this,1.0
55,1671,summer song,1.0
55,1727,glam,2.0
55,1735,club,1.0
55,1882,favorite song,1.0
55,1911,cool,1.0
55,1975,90s dance,1.0
55,2220,heart,1.0
55,2221,myfavorites-singers,1.0
55,2222,biggest-voices,1.0
55,2223,the place promised in our early days,1.0
55,2227,all-time favourites,1.0
55,2333,electro-pop,1.0
55,2472,makes me smile,1.0
55,2702,my life,1.0
55,2806,divas,1.0
55,2845,national treasure,1.0
55,2853,the queen,1.0
55,2858,pop heaven,1.0
55,2887,energetic,1.0
55,3067,luxo,1.0
55,3255,dirty,1.0
55,3450,great songs,1.0
55,3790,fave songs ever,1.0
55,3908,aphrodite,1.0
55,3909,goddess of pop,1.0
55,3914,makes me feel sexy,1.0
55,3915,i want to be independent listening to,1.0
55,4140,australia,2.0
55,4300,sexy songs,1.0
55,4367,flop,1.0
55,4450,ugly betty,1.0
55,4451,xenomania,1.0
55,4509,camp,1.0
55,4923,1980's,1.0
55,5242,shoulhavemoreplays,1.0
55,5323,village,1.0
55,5768,the queen of dance pop,1.0
55,6036,pop life,1.0
55,6037,pop pleasure,1.0
55,6045,girl shit,1.0
55,6049,female artists,1.0
55,6105,eletropop,1.0
55,6148,dance queen,1.0
55,6756,emotional pop,1.0
55,6928,aussie,1.0
55,7258,i am a party girl here is my soundtrack,1.0
55,7729,artmaker,1.0
55,7737,hora de ser mae,1.0
55,7937,pop singles,1.0
55,8014,flirty,1.0
55,8015,europe,1.0
55,8300,good old times,1.0
55,8301,lpa,1.0
55,8308,great moments at et7,1.0
55,8500,best songs of the 80s,1.0
55,9425,deep-clash,1.0
55,9432,broken-clash,1.0
55,9727,vocalista feminimo,1.0
55,9745,makes me wanna dance,1.0
55,9763,singalong,1.0
55,9776,i want this played at my wedding,1.0
55,10195,best music ever,1.0
55,11499,leftovergrooves,1.0
55,12021,weekly top tracks,1.0
55,12022,weekly top artists,1.0
55,12245,beautiful songs,1.0
55,12247,best dance singer,1.0
55,12297,neighbours,1.0
55,12642,gluhie 90e,1.0
56,13,chillout,3.0
56,18,electronic,39.0
56,19,80's,1.0
56,24,pop,1.0
56,25,80s,1.0
56,26,atmospheric,1.0
56,33,experimental,1.0
56,39,dance,22.0
56,42,synth-pop,1.0
56,74,synthpop,1.0
56,79,alternative,5.0
56,85,funk,1.0
56,105,house,15.0
56,184,soundtrack,1.0
56,187,electronica,16.0
56,191,instrumental,1.0
56,199,electropop,1.0
56,203,disco,1.0
56,209,legend,1.0
56,210,00s,1.0
56,213,beautiful,2.0
56,234,amazing,1.0
56,285,awesome,2.0
56,306,male vocalists,1.0
56,309,electro,9.0
56,321,french,8.0
56,352,90s,2.0
56,354,fun,3.0
56,396,electroclash,1.0
