userID,artistID,weight
6,242,37.0
6,241,40.0
6,274,15.0
6,252,24.0
6,256,19.0
6,251,24.0
6,285,13.0
6,281,14.0
6,250,24.0
6,245,31.0
6,276,14.0
6,268,16.0
6,284,13.0
6,258,18.0
6,253,23.0
6,286,13.0
6,269,16.0
6,240,41.0
6,273,15.0
6,247,27.0
6,280,14.0
6,278,14.0
6,275,14.0
6,257,18.0
6,266,16.0
6,77,16.0
6,259,18.0
6,262,17.0
6,263,17.0
6,254,20.0
6,283,14.0
6,239,41.0
7,299,1780.0
7,322,667.0
7,292,4201.0
7,290,6266.0
7,321,674.0
7,327,587.0
7,291,5379.0
7,332,510.0
7,304,1312.0
7,301,1553.0
7,318,753.0
7,316,809.0
7,89,5846.0
7,312,926.0
7,329,534.0
7,320,719.0
7,330,527.0
7,324,605.0
7,302,1490.0
7,55,3151.0
7,311,960.0
7,326,593.0
7,309,1027.0
7,298,1802.0
7,303,1426.0
7,323,646.0
7,315,834.0
7,313,900.0
7,300,1747.0
7,67,2540.0
7,257,5188.0
7,308,1082.0
7,293,4059.0
7,295,2852.0
7,317,773.0
7,328,571.0
7,288,43864.0
7,305,1169.0
7,331,516.0
7,314,868.0
7,289,11112.0
8,344,553.0
8,323,578.0
8,366,173.0
8,342,753.0
8,97,354.0
8,291,402.0
8,346,520.0
8,289,2258.0
8,347,505.0
8,349,494.0
8,360,257.0
8,359,277.0
8,296,1039.0
8,300,347.0
8,343,588.0
8,338,963.0
8,71,181.0
8,348,504.0
8,354,389.0
8,341,794.0
8,355,361.0
8,364,178.0
8,362,229.0
8,251,235.0
8,339,819.0
8,361,253.0
8,292,783.0
8,257,479.0
8,288,428.0
8,311,353.0
8,89,921.0
8,365,177.0
8,336,1735.0
8,335,2396.0
8,363,185.0
8,352,417.0
8,356,350.0
8,337,1407.0
8,298,613.0
8,265,581.0
8,334,6291.0
9,384,510.0
9,368,1444.0
9,413,234.0
9,378,590.0
9,398,306.0
9,389,403.0
9,367,2396.0
9,414,229.0
9,370,1113.0
9,372,1069.0
9,410,241.0
9,381,556.0
9,396,307.0
9,415,228.0
9,387,430.0
9,394,345.0
9,412,236.0
9,407,249.0
9,392,364.0
9,377,609.0
9,399,292.0
9,371,1103.0
9,369,1158.0
9,374,708.0
9,400,290.0
9,383,521.0
9,391,367.0
9,411,237.0
9,388,411.0
9,390,381.0
9,409,242.0
9,402,280.0
9,404,273.0
9,385,467.0
9,408,249.0
9,382,533.0
9,395,319.0
9,397,307.0
9,401,289.0
9,386,465.0
9,403,273.0
10,435,367.0
10,441,238.0
10,421,956.0
10,422,878.0
10,428,578.0
10,440,247.0
10,416,3132.0
10,219,189.0
10,453,161.0
10,434,455.0
10,454,157.0
10,443,229.0
10,444,208.0
10,448,178.0
10,447,189.0
10,228,279.0
10,154,177.0
10,420,1023.0
10,431,546.0
10,427,583.0
10,432,527.0
10,417,1584.0
10,436,317.0
10,426,603.0
10,439,291.0
10,159,225.0
10,200,306.0
10,445,204.0
10,419,1029.0
10,442,235.0
10,433,483.0
10,196,1137.0
10,451,169.0
10,208,310.0
10,449,177.0
10,425,729.0
10,199,1386.0
10,423,845.0
10,438,308.0
10,429,573.0
10,229,992.0
11,329,553.0
11,471,537.0
11,325,298.0
11,458,1708.0
11,482,251.0
11,327,337.0
11,466,956.0
11,473,441.0
11,469,552.0
11,304,1031.0
11,481,293.0
11,463,1235.0
11,462,1318.0
11,475,424.0
11,67,229.0
11,479,321.0
11,476,337.0
11,484,244.0
11,456,1951.0
11,288,749.0
11,468,719.0
11,292,555.0
11,157,1007.0
11,480,314.0
11,474,425.0
11,464,1117.0
11,470,548.0
11,483,247.0
11,300,347.0
11,230,329.0
11,294,264.0
11,301,306.0
11,467,793.0
11,289,3851.0
11,295,521.0
11,344,243.0
11,460,1531.0
11,478,329.0
11,306,249.0
11,457,1788.0
11,465,1006.0
12,512,1260.0
12,189,2976.0
12,191,4259.0
12,498,3134.0
12,488,7425.0
12,522,927.0
12,520,953.0
12,466,1485.0
12,344,5489.0
12,486,24097.0
12,230,2110.0
12,497,3226.0
12,518,1001.0
12,495,3526.0
12,491,3837.0
12,407,1600.0
12,513,1250.0
12,521,939.0
12,378,31617.0
12,510,1341.0
12,493,3727.0
12,515,1222.0
12,516,1183.0
12,489,7399.0
12,490,4527.0
12,508,1495.0
12,503,1714.0
12,502,2303.0
12,514,1227.0
12,506,1591.0
12,496,3407.0
12,511,1278.0
12,504,1646.0
12,300,1064.0
12,517,1177.0
12,507,1547.0
12,288,3072.0
12,500,2471.0
12,509,1434.0
12,377,59695.0
12,519,982.0
13,529,3.0
13,523,10.0
13,333,38.0
13,543,2.0
13,537,2.0
13,530,3.0
13,295,2.0
13,527,4.0
13,547,2.0
13,318,2.0
13,89,3967.0
13,344,2.0
13,528,4.0
13,316,4.0
13,535,2.0
13,349,3.0
13,544,2.0
13,328,12.0
13,298,16.0
13,534,2.0
13,538,2.0
13,532,3.0
13,310,17.0
13,300,2.0
13,302,9.0
13,228,6.0
13,533,2.0
13,525,6.0
13,545,2.0
13,466,4.0
13,67,9.0
13,173,6.0
13,498,6.0
13,540,2.0
13,546,2.0
13,325,3.0
13,542,2.0
13,531,3.0
13,539,2.0
13,299,4.0
13,541,2.0
14,580,634.0
14,570,655.0
14,595,607.0
14,550,908.0
14,581,634.0
14,558,772.0
14,593,610.0
14,573,653.0
14,562,710.0
14,565,674.0
14,554,834.0
14,591,612.0
14,585,631.0
14,575,648.0
14,549,1259.0
14,588,619.0
14,576,646.0
14,552,849.0
14,560,765.0
14,555,831.0
14,571,654.0
14,572,653.0
14,559,768.0
14,589,619.0
14,574,650.0
14,592,610.0
14,594,609.0
14,577,645.0
14,586,627.0
14,556,812.0
14,597,601.0
14,563,706.0
14,551,850.0
14,567,670.0
14,568,665.0
14,596,602.0
14,584,632.0
14,583,632.0
14,564,676.0
14,566,671.0
14,587,621.0
15,615,350.0
15,617,341.0
15,621,306.0
15,203,352.0
15,622,302.0
15,511,740.0
15,614,351.0
15,609,407.0
15,618,340.0
15,69,242.0
15,218,246.0
15,625,279.0
15,227,747.0
15,215,253.0
15,610,404.0
15,632,226.0
15,613,373.0
15,623,295.0
15,266,247.0
15,600,835.0
15,629,251.0
15,601,557.0
15,205,477.0
15,233,464.0
15,603,484.0
15,616,346.0
15,212,242.0
15,159,297.0
15,624,294.0
15,608,412.0
15,611,404.0
15,197,599.0
15,602,546.0
15,429,366.0
15,222,235.0
15,604,484.0
15,605,470.0
15,599,1141.0
15,630,230.0
15,612,380.0
15,628,255.0
16,664,153.0
16,644,366.0
16,668,147.0
16,639,457.0
16,89,849.0
16,642,389.0
16,661,167.0
16,678,137.0
16,657,209.0
16,636,617.0
16,638,487.0
16,674,141.0
16,649,257.0
16,659,190.0
16,663,165.0
16,656,214.0
16,654,217.0
16,658,195.0
16,648,292.0
16,677,139.0
16,676,139.0
16,637,502.0
16,641,391.0
16,652,231.0
16,671,144.0
16,675,141.0
16,635,750.0
16,662,166.0
16,640,392.0
16,669,147.0
16,653,228.0
16,643,367.0
16,655,217.0
16,665,150.0
16,667,148.0
16,650,251.0
16,670,146.0
16,651,250.0
16,646,308.0
16,346,264.0
16,672,144.0
17,306,144.0
17,690,243.0
17,230,120.0
17,700,116.0
17,526,104.0
17,289,118.0
17,695,172.0
17,691,208.0
17,698,146.0
17,544,426.0
17,683,474.0
17,701,115.0
17,679,14436.0
17,464,266.0
17,697,168.0
17,685,381.0
17,298,215.0
17,548,1446.0
17,681,879.0
17,684,462.0
17,403,101.0
17,688,338.0
17,694,187.0
17,692,190.0
17,300,1089.0
17,538,188.0
17,680,891.0
17,693,188.0
17,689,270.0
17,686,373.0
17,325,219.0
17,702,109.0
17,292,110.0
17,288,129.0
17,696,170.0
17,324,306.0
17,67,303.0
17,498,1544.0
17,89,1255.0
17,682,651.0
17,466,925.0
18,726,241.0
18,719,359.0
18,736,181.0
18,715,426.0
18,734,197.0
18,378,204.0
18,732,216.0
18,709,660.0
18,707,838.0
18,712,518.0
18,706,853.0
18,727,240.0
18,737,171.0
18,721,298.0
18,730,222.0
18,65,234.0
18,71,401.0
18,733,215.0
18,723,277.0
18,705,2187.0
18,718,359.0
18,725,245.0
18,717,363.0
18,230,400.0
18,389,393.0
18,728,236.0
18,711,603.0
18,511,496.0
18,724,246.0
18,220,623.0
18,739,170.0
18,731,219.0
18,720,318.0
18,190,544.0
18,716,409.0
18,713,500.0
18,722,283.0
18,708,682.0
18,56,186.0
18,174,332.0
18,738,171.0
20,752,239.0
20,759,160.0
20,780,98.0
20,763,137.0
20,774,103.0
20,764,133.0
20,778,99.0
20,768,122.0
20,777,99.0
20,783,96.0
20,782,97.0
20,760,156.0
20,767,124.0
20,56,108.0
20,785,95.0
20,749,261.0
20,756,171.0
20,755,174.0
20,762,141.0
20,201,118.0
20,753,202.0
20,512,290.0
20,751,242.0
20,765,130.0
20,779,99.0
20,772,108.0
20,88,111.0
20,769,120.0
20,771,113.0
20,745,304.0
20,504,154.0
20,758,162.0
20,776,100.0
20,775,102.0
20,747,274.0
20,770,116.0
20,746,285.0
20,743,483.0
20,766,129.0
20,781,98.0
20,744,375.0
21,531,188.0
21,289,4620.0
21,535,1953.0
21,306,138.0
21,325,202.0
21,790,369.0
21,796,178.0
21,799,127.0
21,801,120.0
21,310,187.0
21,793,228.0
21,318,215.0
21,466,222.0
21,461,436.0
21,71,110.0
21,295,152.0
21,802,99.0
21,788,424.0
21,792,263.0
21,795,183.0
21,292,437.0
21,797,164.0
21,523,186.0
21,298,149.0
21,789,400.0
21,476,432.0
21,543,210.0
21,803,98.0
21,701,732.0
21,465,122.0
21,288,474.0
21,791,271.0
21,660,180.0
21,299,516.0
21,800,120.0
21,798,145.0
21,293,599.0
21,786,734.0
21,67,219.0
21,302,118.0
21,787,426.0
22,819,1190.0
22,843,553.0
22,839,615.0
22,809,2301.0
22,806,2501.0
22,841,602.0
22,847,534.0
22,812,1833.0
22,844,543.0
22,805,2548.0
22,817,1284.0
22,840,609.0
22,822,1032.0
22,845,539.0
22,846,538.0
22,838,627.0
22,824,945.0
22,821,1044.0
22,830,743.0
22,815,1451.0
22,816,1401.0
22,848,529.0
22,834,684.0
22,503,6257.0
22,832,702.0
22,818,1190.0
22,828,770.0
22,514,939.0
22,836,635.0
22,412,677.0
22,850,505.0
22,849,523.0
22,811,2153.0
22,810,2160.0
22,825,902.0
22,831,731.0
22,842,560.0
22,823,999.0
22,814,1627.0
22,827,858.0
22,826,866.0
23,867,189.0
23,883,110.0
23,233,379.0
23,880,118.0
23,858,235.0
23,865,192.0
23,862,210.0
23,884,110.0
23,707,176.0
23,864,193.0
23,881,116.0
23,856,240.0
23,873,150.0
23,851,2897.0
23,159,401.0
23,163,124.0
23,72,1752.0
23,220,112.0
23,878,119.0
23,857,238.0
23,860,217.0
23,854,508.0
23,882,115.0
23,181,297.0
23,599,652.0
23,855,419.0
23,226,292.0
23,420,117.0
23,859,226.0
23,868,186.0
23,863,200.0
23,861,215.0
23,436,242.0
23,875,138.0
23,511,752.0
23,227,143.0
23,852,956.0
23,870,168.0
23,871,154.0
23,874,142.0
23,869,171.0
24,885,2776.0
24,893,677.0
24,786,1694.0
24,333,466.0
24,301,432.0
24,903,477.0
24,901,518.0
24,890,833.0
24,298,1226.0
24,289,1192.0
24,167,1412.0
24,291,516.0
24,896,633.0
24,258,531.0
24,895,662.0
24,886,1999.0
24,709,875.0
24,55,5956.0
24,425,851.0
24,900,518.0
24,897,606.0
24,889,1025.0
24,789,4466.0
24,887,1484.0
24,689,1720.0
24,888,1114.0
24,904,462.0
24,310,677.0
24,257,1203.0
24,67,6917.0
24,340,720.0
24,892,742.0
24,300,1729.0
24,894,675.0
24,295,506.0
24,229,2443.0
24,302,1037.0
24,902,517.0
24,898,546.0
24,285,586.0
24,288,677.0
25,906,3004.0
25,288,208.0
25,531,186.0
25,484,177.0
25,331,153.0
25,325,244.0
25,908,222.0
25,157,1694.0
25,308,205.0
25,155,235.0
25,914,81.0
25,314,160.0
25,328,191.0
25,701,130.0
25,289,1623.0
25,915,80.0
25,469,355.0
25,310,77.0
25,295,312.0
25,476,1759.0
25,912,97.0
25,913,89.0
25,290,95.0
25,329,425.0
25,349,231.0
25,292,404.0
25,311,76.0
25,910,150.0
25,318,431.0
25,67,278.0
25,89,311.0
25,55,185.0
25,916,78.0
25,302,120.0
25,455,3009.0
25,909,173.0
25,543,96.0
25,800,194.0
25,462,82.0
25,294,141.0
25,293,81.0
26,922,1223.0
26,943,279.0
26,946,263.0
26,933,493.0
26,917,3967.0
26,953,184.0
26,934,433.0
26,718,250.0
26,941,313.0
26,919,1818.0
26,951,198.0
26,945,264.0
26,939,316.0
26,924,1140.0
26,935,433.0
26,927,794.0
26,6,550.0
26,940,314.0
26,957,142.0
26,954,175.0
26,25,177.0
26,950,205.0
26,925,1088.0
26,918,2199.0
26,928,715.0
26,932,503.0
26,930,633.0
26,926,812.0
26,511,1813.0
26,841,151.0
26,947,247.0
26,921,1356.0
26,920,1622.0
26,958,127.0
26,956,165.0
26,942,284.0
26,960,115.0
26,937,334.0
26,929,682.0
26,959,123.0
26,938,328.0
27,981,67.0
27,967,131.0
27,644,71.0
27,984,65.0
27,968,114.0
27,51,85.0
27,976,92.0
27,988,61.0
27,970,103.0
27,974,97.0
27,975,96.0
27,152,200.0
27,348,86.0
27,423,408.0
27,983,66.0
27,172,106.0
27,987,62.0
27,969,108.0
27,977,81.0
27,973,99.0
27,979,72.0
27,641,89.0
27,972,100.0
27,726,153.0
27,917,81.0
27,964,172.0
27,614,102.0
27,985,64.0
27,986,62.0
27,966,137.0
27,861,72.0
27,183,156.0
27,980,70.0
27,991,58.0
27,961,226.0
27,548,144.0
27,978,73.0
27,990,60.0
27,963,184.0
27,701,214.0
27,989,60.0
28,1011,9.0
28,1022,7.0
28,100,14.0
28,1008,9.0
28,1015,8.0
28,1007,9.0
28,997,13.0
28,1019,7.0
28,1026,7.0
28,1013,8.0
28,1023,7.0
28,1000,12.0
28,1014,8.0
28,1005,10.0
28,1017,8.0
28,1021,7.0
28,1004,10.0
28,1031,7.0
28,1027,7.0
28,1020,7.0
28,1012,8.0
28,59,8.0
28,366,10.0
28,1025,7.0
28,1029,7.0
28,72,8.0
28,193,27.0
28,1016,8.0
28,51,10.0
28,1024,7.0
28,85,14.0
28,1006,9.0
28,1003,11.0
28,995,15.0
28,998,13.0
28,1009,9.0
28,1002,11.0
28,91,11.0
28,1030,7.0
28,1028,7.0
28,1010,9.0
29,461,40.0
29,687,2000.0
29,464,32.0
29,1039,68.0
29,55,404.0
29,1041,51.0
29,466,501.0
29,534,23.0
29,966,28.0
29,686,144.0
29,1034,150.0
29,1033,163.0
29,951,59.0
29,481,57.0
29,292,34.0
29,1040,63.0
29,1043,48.0
29,1046,23.0
29,1044,42.0
29,498,445.0
29,908,29.0
29,300,68.0
29,161,30.0
29,289,79.0
29,89,153.0
29,378,27.0
29,1032,300.0
29,318,24.0
29,302,121.0
29,528,131.0
29,531,32.0
29,328,62.0
29,1042,49.0
29,537,201.0
29,455,26.0
29,1036,106.0
29,704,253.0
29,1045,32.0
29,679,293.0
29,1035,134.0
29,1038,77.0
30,1056,109.0
30,230,259.0
30,1050,212.0
30,521,560.0
30,1053,136.0
30,315,418.0
30,355,84.0
30,465,184.0
30,234,165.0
30,1049,267.0
30,344,148.0
30,288,203.0
30,1055,127.0
30,325,131.0
30,89,648.0
30,1048,1433.0
30,291,102.0
30,1054,136.0
30,190,120.0
30,680,202.0
30,908,90.0
30,295,184.0
30,229,152.0
30,228,209.0
30,679,321.0
30,687,131.0
30,481,192.0
30,1051,166.0
30,456,130.0
30,498,1604.0
30,471,89.0
30,455,105.0
30,538,95.0
30,1057,103.0
30,289,1231.0
30,461,1375.0
30,646,110.0
30,304,235.0
30,333,522.0
30,1043,255.0
30,951,119.0
31,1074,88.0
31,1070,182.0
31,534,266.0
31,1075,88.0
31,30,150.0
31,972,463.0
31,1077,68.0
31,55,147.0
31,1087,47.0
31,72,17561.0
31,1072,93.0
31,1063,439.0
31,67,39.0
31,289,395.0
31,1064,422.0
31,77,99.0
31,1060,887.0
31,1079,64.0
31,159,48.0
31,1071,108.0
31,1001,1360.0
31,1028,152.0
31,1067,251.0
31,603,56.0
31,238,108.0
31,1085,50.0
31,1069,182.0
31,1073,90.0
31,1086,49.0
31,56,269.0
31,1080,63.0
31,1061,876.0
31,1078,67.0
31,1082,58.0
31,1068,188.0
31,515,36.0
31,757,178.0
31,1076,69.0
31,1062,522.0
31,59,131.0
31,1084,52.0
32,196,143.0
32,203,3554.0
32,1095,310.0
32,234,289.0
32,217,119.0
32,418,244.0
32,493,208.0
32,441,1180.0
32,1098,223.0
32,1097,287.0
32,1094,389.0
32,200,246.0
32,170,410.0
32,190,1837.0
32,1090,1352.0
32,230,162.0
32,1107,128.0
32,159,307.0
32,599,194.0
32,377,169.0
32,1108,118.0
32,154,435.0
32,1093,431.0
32,1102,180.0
32,72,236.0
32,1091,659.0
32,1101,201.0
32,1092,442.0
32,875,268.0
32,533,278.0
32,857,260.0
32,1100,211.0
32,428,388.0
32,1099,221.0
32,1096,288.0
32,1089,2185.0
32,155,261.0
32,808,123.0
32,88,859.0
32,1103,158.0
32,1106,138.0
33,1098,964.0
33,1127,545.0
33,1118,996.0
33,1140,219.0
33,614,1113.0
33,1141,209.0
33,1119,874.0
33,1109,3338.0
33,1121,770.0
33,1142,209.0
33,1122,689.0
33,1120,858.0
33,1145,189.0
33,1131,433.0
33,152,940.0
33,1117,1017.0
33,1136,296.0
33,1139,226.0
33,1123,683.0
33,56,1129.0
33,1111,2350.0
33,1144,196.0
33,1143,200.0
33,968,354.0
33,1128,467.0
33,1130,438.0
33,632,318.0
33,1138,246.0
33,1133,356.0
33,418,1130.0
33,977,374.0
33,1135,305.0
33,188,1383.0
33,607,315.0
33,1113,1493.0
33,964,759.0
33,183,637.0
33,1112,2107.0
33,1137,287.0
33,1115,1385.0
33,1126,576.0
34,1168,180.0
34,1167,182.0
34,1156,306.0
34,70,341.0
34,227,908.0
34,59,1455.0
34,1147,1761.0
34,511,246.0
34,1154,399.0
34,430,185.0
34,226,366.0
34,418,454.0
34,717,1797.0
34,959,384.0
34,851,533.0
34,1146,2101.0
34,1,212.0
34,199,1551.0
34,1155,354.0
34,1166,189.0
34,390,2952.0
34,1165,194.0
34,1163,201.0
34,441,2261.0
34,1162,208.0
34,1150,746.0
34,1161,265.0
34,1158,292.0
34,72,1881.0
34,1149,771.0
34,53,211.0
34,622,412.0
34,220,394.0
34,1157,297.0
34,416,3801.0
34,1164,194.0
34,1109,208.0
34,1159,285.0
34,173,775.0
34,229,235.0
34,1152,497.0
35,1171,1.0
35,1176,1.0
35,186,1.0
35,1175,1.0
35,1174,1.0
35,1177,1.0
35,920,1.0
35,1178,1.0
35,1169,3.0
35,964,1.0
35,1173,1.0
35,1170,2.0
35,1172,1.0
36,540,629.0
36,464,292.0
36,470,345.0
36,768,1417.0
36,1186,569.0
36,537,258.0
36,1043,305.0
36,1191,424.0
36,1180,900.0
36,1197,301.0
36,500,497.0
36,687,1524.0
36,488,358.0
36,808,1089.0
36,198,274.0
36,816,1420.0
36,209,262.0
36,497,782.0
36,779,709.0
36,493,611.0
36,1047,1080.0
36,1179,1126.0
36,1193,352.0
36,1190,476.0
36,1181,765.0
36,230,254.0
36,1046,947.0
36,1201,252.0
36,45,321.0
36,1194,335.0
36,966,358.0
36,1199,275.0
36,1184,688.0
36,1188,519.0
36,1189,494.0
36,1091,361.0
36,1185,675.0
36,333,318.0
36,1187,535.0
36,1196,313.0
36,1183,718.0
37,1230,229.0
37,1202,527.0
37,565,274.0
37,1238,212.0
37,1233,219.0
37,1224,253.0
37,1219,262.0
37,1229,235.0
37,1203,474.0
37,1226,250.0
37,578,330.0
37,1234,217.0
37,1218,265.0
37,1222,258.0
37,233,434.0
37,227,441.0
37,1112,213.0
37,374,252.0
37,1236,215.0
37,1213,285.0
37,1228,241.0
37,845,273.0
37,1209,298.0
37,1214,283.0
37,1235,215.0
37,1207,312.0
37,875,238.0
37,1227,247.0
37,631,1395.0
37,1237,213.0
37,1232,221.0
37,1098,276.0
37,1206,313.0
37,1205,313.0
37,1204,330.0
37,1221,261.0
37,1212,287.0
37,1215,281.0
37,1231,223.0
37,1210,290.0
37,1208,303.0
38,1243,24.0
38,562,26.0
38,342,56.0
38,182,507.0
38,203,180.0
38,65,3008.0
38,679,680.0
38,1240,68.0
38,56,74.0
38,288,7.0
38,533,379.0
38,614,12.0
38,1249,7.0
38,306,33.0
38,1241,65.0
38,300,95.0
38,229,967.0
38,1245,19.0
38,1090,64.0
38,959,68.0
38,1247,13.0
38,1244,19.0
38,1246,15.0
38,982,1235.0
38,466,49.0
38,951,71.0
38,88,792.0
38,486,9.0
38,421,100.0
38,366,42.0
38,1242,40.0
38,227,118.0
38,489,9.0
38,89,20.0
38,176,25.0
38,511,593.0
38,228,153.0
38,344,122.0
38,691,33.0
38,1151,15.0
38,190,134.0
39,1290,51.0
39,1258,85.0
39,1267,66.0
39,1250,320.0
39,1261,74.0
39,1283,55.0
39,1268,65.0
39,1251,124.0
39,1274,58.0
39,1265,67.0
39,81,52.0
39,19,57.0
39,1287,53.0
39,1255,106.0
39,1280,56.0
39,1288,52.0
39,1257,90.0
39,841,93.0
39,954,91.0
39,1266,66.0
39,1256,90.0
39,1253,109.0
39,1291,51.0
39,1285,53.0
39,181,71.0
39,843,54.0
39,1279,57.0
39,1264,70.0
39,1281,55.0
39,1277,57.0
39,1254,108.0
39,13,76.0
39,1252,119.0
39,1278,57.0
39,1270,63.0
39,1284,53.0
39,1289,52.0
39,1282,55.0
39,1276,58.0
39,47,50.0
39,1271,60.0
40,1306,385.0
40,1305,450.0
40,1293,1097.0
40,1316,256.0
40,1315,272.0
40,1310,297.0
40,1299,730.0
40,1303,481.0
40,1301,543.0
40,1300,591.0
40,1335,176.0
40,1330,192.0
40,34,1585.0
40,1325,210.0
40,1318,253.0
40,1294,1046.0
40,1319,251.0
40,1292,1351.0
40,1304,454.0
40,1313,275.0
40,1309,317.0
40,1297,845.0
40,1308,328.0
40,1321,228.0
40,1327,200.0
40,1326,205.0
40,1298,777.0
40,1336,167.0
40,1320,233.0
40,1302,524.0
40,1307,337.0
40,1311,296.0
40,1324,215.0
40,1312,286.0
40,1329,196.0
40,1331,187.0
40,1332,184.0
40,1317,255.0
40,1314,272.0
40,1020,196.0
40,1066,366.0
41,1369,299.0
41,1357,451.0
41,1340,1460.0
41,1261,1055.0
41,957,650.0
41,1346,779.0
41,1371,296.0
41,1374,277.0
41,1373,292.0
41,1337,2498.0
41,1361,395.0
41,1343,860.0
41,922,1453.0
41,1354,501.0
41,1353,535.0
41,954,580.0
41,1352,546.0
41,1356,452.0
41,1366,336.0
41,1368,302.0
41,1341,1216.0
41,1360,400.0
41,1348,760.0
41,1350,624.0
41,843,637.0
41,1362,385.0
41,917,7225.0
41,928,845.0
41,706,1118.0
41,1349,705.0
41,1338,1955.0
41,942,3522.0
41,1351,607.0
41,1339,1888.0
41,947,806.0
41,1359,430.0
41,1363,379.0
41,1342,998.0
41,1257,1085.0
41,1344,847.0
41,1367,305.0
42,319,132.0
42,228,150.0
42,425,213.0
42,378,1050.0
42,291,377.0
42,1380,294.0
42,1375,1046.0
42,204,704.0
42,534,136.0
42,1048,125.0
42,1385,174.0
42,1389,142.0
42,173,199.0
42,377,168.0
42,184,558.0
42,1379,301.0
42,472,164.0
42,1052,146.0
42,1390,135.0
42,1393,118.0
42,190,2336.0
42,1377,484.0
42,1388,147.0
42,1376,568.0
42,511,130.0
42,1090,413.0
42,154,1637.0
42,1383,266.0
42,689,271.0
42,538,704.0
42,89,122.0
42,1381,288.0
42,229,1209.0
42,1387,149.0
42,962,131.0
42,225,192.0
42,221,707.0
42,302,292.0
42,1378,330.0
42,1386,153.0
42,1391,131.0
43,56,2691.0
43,53,289.0
43,1406,152.0
43,1405,171.0
43,603,156.0
43,154,1561.0
43,331,133.0
43,377,1028.0
43,1099,1227.0
43,1394,1015.0
43,65,635.0
43,328,1045.0
43,475,175.0
43,1396,452.0
43,1403,187.0
43,1098,211.0
43,1401,225.0
43,1395,548.0
43,1407,129.0
43,907,188.0
43,190,409.0
43,70,192.0
43,1408,128.0
43,230,133.0
43,1398,268.0
43,1400,250.0
43,329,251.0
43,88,582.0
43,1402,211.0
43,278,121.0
43,486,227.0
43,748,3115.0
43,1409,123.0
43,81,207.0
43,306,234.0
43,1397,380.0
43,58,162.0
43,64,6390.0
43,238,314.0
43,1404,180.0
43,89,301.0
44,1412,667.0
44,615,184.0
44,917,425.0
44,609,186.0
44,1369,168.0
44,1216,192.0
44,1119,397.0
44,1411,793.0
44,226,130.0
44,735,463.0
44,234,156.0
44,67,162.0
44,1427,107.0
44,562,389.0
44,1422,161.0
