userID_a,userID_b,pair_type,degree_a,degree_b,n_artists_a,n_artists_b,jaccard,cosine
16,1665,friend,24,13,40,29,0.0,0.0
16,1706,friend,24,31,40,40,0.012658228166401386,0.030390184372663498
16,1833,friend,24,12,40,40,0.012658228166401386,0.03715973347425461
16,1895,friend,24,90,40,40,0.012658228166401386,0.03717018663883209
16,1937,friend,24,8,40,40,0.012658228166401386,0.023030057549476624
16,2000,friend,24,28,40,40,0.0,0.0
16,2068,friend,24,80,40,40,0.03896103799343109,0.08562009036540985
17,330,friend,7,10,40,40,0.1267605572938919,0.27623671293258667
17,339,friend,7,73,40,40,0.15942029654979706,0.28131988644599915
17,593,friend,7,57,40,40,0.1111111119389534,0.20524002611637115
17,632,friend,7,45,40,40,0.1428571492433548,0.2648313045501709
17,1071,friend,7,45,40,40,0.1267605572938919,0.25929391384124756
17,1661,friend,7,5,40,40,0.09589041024446487,0.22328461706638336
17,1917,friend,7,20,40,40,0.06666667014360428,0.1362588107585907
18,298,friend,10,79,40,40,0.012658228166401386,0.027570566162467003
18,308,friend,10,19,40,40,0.06666667014360428,0.1313120573759079
18,401,friend,10,5,40,40,0.025641025975346565,0.04227859154343605
18,475,friend,10,12,40,40,0.025641025975346565,0.0536789633333683
18,675,friend,10,30,40,40,0.0,0.0
18,1183,friend,10,14,40,40,0.0,0.0
18,1302,friend,10,5,40,40,0.05263157933950424,0.09700146317481995
18,1424,friend,10,8,40,40,0.05263157933950424,0.10596068203449249
18,1458,friend,10,13,40,40,0.012658228166401386,0.02169131115078926
18,1465,friend,10,12,40,40,0.025641025975346565,0.043493032455444336
20,1281,friend,2,110,40,40,0.0,0.0
20,1891,friend,2,3,40,40,0.012658228166401386,0.031099442392587662
21,207,friend,9,44,40,40,0.012658228166401386,0.022237932309508324
21,1023,friend,9,91,40,40,0.15942029654979706,0.3155420124530792
21,1233,friend,9,17,40,40,0.1111111119389534,0.2581331133842468
21,1305,friend,9,29,40,40,0.1764705926179886,0.3353489637374878
21,1515,friend,9,50,40,40,0.025641025975346565,0.0448540598154068
21,1568,friend,9,85,40,40,0.1111111119389534,0.22124767303466797
21,1646,friend,9,39,40,40,0.09589041024446487,0.1921529769897461
21,1811,friend,9,41,40,40,0.06666667014360428,0.14530809223651886
21,1993,friend,9,21,40,40,0.0,0.0
22,59,friend,15,47,40,40,0.0,0.0
22,80,friend,15,13,40,40,0.1111111119389534,0.24279001355171204
22,170,friend,15,11,40,40,0.06666667014360428,0.120271235704422
22,198,friend,15,56,40,40,0.06666667014360428,0.13458408415317535
22,349,friend,15,24,40,40,0.012658228166401386,0.024854572489857674
22,395,friend,15,3,40,40,0.0810810774564743,0.1532825529575348
22,655,friend,15,40,40,40,0.0,0.0
22,831,friend,15,106,40,40,0.0,0.0
22,903,friend,15,7,40,40,0.05263157933950424,0.12315797060728073
22,1249,friend,15,51,40,40,0.0,0.0
22,1362,friend,15,11,40,40,0.012658228166401386,0.032731786370277405
22,1543,friend,15,119,40,21,0.0,0.0
22,1589,friend,15,8,40,40,0.06666667014360428,0.12547098100185394
22,1865,friend,15,13,40,40,0.0,0.0
22,2000,friend,15,28,40,40,0.0,0.0
23,107,friend,2,24,40,40,0.012658228166401386,0.03043125569820404
23,1258,friend,2,86,40,40,0.0810810774564743,0.15640275180339813
24,136,friend,26,52,40,40,0.09589041024446487,0.19442832469940186
24,150,friend,26,48,40,40,0.1111111119389534,0.20315206050872803
24,231,friend,26,38,40,40,0.06666667014360428,0.14922286570072174
24,329,friend,26,42,40,40,0.1764705926179886,0.3276052474975586
24,361,friend,26,25,40,40,0.1111111119389534,0.21584409475326538
24,390,friend,26,88,40,40,0.0810810774564743,0.1720336675643921
24,417,friend,26,23,40,40,0.1111111119389534,0.21225301921367645
24,419,friend,26,62,40,40,0.05263157933950424,0.0873299241065979
24,435,friend,26,8,40,40,0.0,0.0
24,502,friend,26,16,40,40,0.0810810774564743,0.1557489037513733
24,675,friend,26,30,40,40,0.1428571492433548,0.27715864777565
24,732,friend,26,45,40,40,0.09589041024446487,0.2189149558544159
24,804,friend,26,25,40,40,0.06666667014360428,0.1186489388346672
24,831,friend,26,106,40,40,0.025641025975346565,0.05517185479402542
24,898,friend,26,11,40,40,0.09589041024446487,0.18112248182296753
24,1017,friend,26,51,40,40,0.1267605572938919,0.2242787778377533
24,1027,friend,26,53,40,40,0.09589041024446487,0.20474746823310852
24,1033,friend,26,46,40,40,0.1428571492433548,0.263954222202301
24,1102,friend,26,77,40,40,0.0810810774564743,0.1815306842327118
24,1184,friend,26,54,40,40,0.1267605572938919,0.27751410007476807
24,1233,friend,26,17,40,40,0.0810810774564743,0.20589196681976318
24,1308,friend,26,56,40,40,0.15942029654979706,0.3042573630809784
24,1590,friend,26,21,40,40,0.1111111119389534,0.2562938928604126
24,1722,friend,26,25,40,40,0.06666667014360428,0.16482649743556976
24,1869,friend,26,72,40,40,0.0810810774564743,0.18276162445545197
24,1973,friend,26,53,40,40,0.1764705926179886,0.30819615721702576
25,236,friend,18,81,40,40,0.1111111119389534,0.21285495162010193
25,310,friend,18,69,40,40,0.1267605572938919,0.22304503619670868
25,390,friend,18,88,40,40,0.15942029654979706,0.3056638538837433
25,463,friend,18,16,40,40,0.012658228166401386,0.04881643131375313
25,636,friend,18,60,40,40,0.1428571492433548,0.26744118332862854
25,726,friend,18,32,40,40,0.012658228166401386,0.018147483468055725
25,852,friend,18,63,40,40,0.19402985274791718,0.34914639592170715
25,1027,friend,18,53,40,40,0.15942029654979706,0.29640135169029236
25,1113,friend,18,41,40,40,0.0810810774564743,0.16369223594665527
25,1222,friend,18,11,40,40,0.1267605572938919,0.259471595287323
25,1308,friend,18,56,40,40,0.21212121844291687,0.37870848178863525
25,1466,friend,18,16,40,40,0.1764705926179886,0.3093441128730774
25,1552,friend,18,7,40,10,0.0416666679084301,0.16045889258384705
25,1647,friend,18,3,40,40,0.1428571492433548,0.2695496380329132
25,1662,friend,18,57,40,40,0.03896103799343109,0.08386199176311493
25,2020,friend,18,53,40,40,0.06666667014360428,0.14389574527740479
25,2056,friend,18,8,40,40,0.05263157933950424,0.10042011737823486
26,212,friend,5,38,40,40,0.09589041024446487,0.18441741168498993
26,1094,friend,5,10,40,40,0.012658228166401386,0.05801523104310036
26,1642,friend,5,33,40,40,0.012658228166401386,0.029415640980005264
26,1986,friend,5,13,40,40,0.1111111119389534,0.2257293313741684
26,2041,friend,5,8,40,40,0.012658228166401386,0.04159145429730415
27,758,friend,4,19,40,40,0.025641025975346565,0.059368956834077835
27,831,friend,4,106,40,40,0.012658228166401386,0.023860909044742584
27,1956,friend,4,35,40,40,0.025641025975346565,0.04992812126874924
27,2036,friend,4,33,40,40,0.0,0.0
28,2025,friend,1,16,40,40,0.0810810774564743,0.15120752155780792
29,946,friend,1,19,40,40,0.1111111119389534,0.25609710812568665
30,133,friend,17,51,40,40,0.1267605572938919,0.23534733057022095
30,136,friend,17,52,40,40,0.15942029654979706,0.27487292885780334
30,229,friend,17,24,40,40,0.06666667014360428,0.1004481390118599
30,390,friend,17,88,40,40,0.1111111119389534,0.23308131098747253
30,487,friend,17,6,40,40,0.0810810774564743,0.17990992963314056
30,501,friend,17,26,40,40,0.0810810774564743,0.175213024020195
30,638,friend,17,35,40,40,0.1764705926179886,0.33997949957847595
30,751,friend,17,15,40,40,0.06666667014360428,0.1559140831232071
30,1130,friend,17,57,40,40,0.0810810774564743,0.16404886543750763
30,1132,friend,17,75,40,40,0.19402985274791718,0.3672827184200287
30,1263,friend,17,59,40,40,0.09589041024446487,0.20731571316719055
30,1283,friend,17,57,40,40,0.19402985274791718,0.3562626540660858
30,1455,friend,17,27,40,40,0.1764705926179886,0.33046969771385193
30,1503,friend,17,95,40,40,0.06666667014360428,0.1332167536020279
30,1590,friend,17,21,40,40,0.03896103799343109,0.11033480614423752
30,1614,friend,17,21,40,40,0.012658228166401386,0.027887802571058273
30,2020,friend,17,53,40,40,0.1111111119389534,0.24212320148944855
31,62,friend,28,18,40,40,0.03896103799343109,0.12881354987621307
31,99,friend,28,39,40,40,0.06666667014360428,0.11421533674001694
31,210,friend,28,31,40,40,0.1267605572938919,0.3112088739871979
31,211,friend,28,41,40,40,0.0810810774564743,0.20894941687583923
31,218,friend,28,6,40,40,0.03896103799343109,0.1343688815832138
31,306,friend,28,25,40,40,0.09589041024446487,0.173930823802948
31,371,friend,28,28,40,40,0.025641025975346565,0.03451208397746086
31,396,friend,28,19,40,40,0.06666667014360428,0.1538638472557068
31,474,friend,28,11,40,40,0.03896103799343109,0.1416814774274826
31,499,friend,28,51,40,40,0.025641025975346565,0.1387927234172821
31,520,friend,28,25,40,40,0.09589041024446487,0.22574776411056519
31,534,friend,28,56,40,40,0.05263157933950424,0.1474953293800354
31,575,friend,28,26,40,40,0.06666667014360428,0.1761658638715744
31,658,friend,28,11,40,40,0.05263157933950424,0.14973556995391846
31,762,friend,28,17,40,40,0.05263157933950424,0.16851291060447693
31,859,friend,28,63,40,40,0.05263157933950424,0.1658807396888733
31,954,friend,28,10,40,40,0.15942029654979706,0.3035394549369812
31,1081,friend,28,4,40,40,0.0,0.0
31,1163,friend,28,17,40,40,0.06666667014360428,0.20066410303115845
31,1164,friend,28,52,40,40,0.03896103799343109,0.12867113947868347
31,1173,friend,28,30,40,40,0.05263157933950424,0.10883864015340805
31,1213,friend,28,68,40,40,0.0810810774564743,0.16441082954406738
31,1255,friend,28,30,40,40,0.06666667014360428,0.15904222428798676
31,1343,friend,28,71,40,40,0.03896103799343109,0.1285831779241562
31,1514,friend,28,27,40,40,0.1267605572938919,0.25837403535842896
31,1653,friend,28,34,40,40,0.1428571492433548,0.27271437644958496
31,1835,friend,28,23,40,40,0.0810810774564743,0.23282164335250854
31,2097,friend,28,6,40,40,0.03896103799343109,0.11039111018180847
32,889,friend,5,13,40,40,0.05263157933950424,0.10549332201480865
32,1258,friend,5,86,40,40,0.03896103799343109,0.0732867568731308
32,1474,friend,5,3,40,40,0.025641025975346565,0.0509590283036232
32,1486,friend,5,4,40,40,0.15942029654979706,0.3066205382347107
32,1905,friend,5,23,40,40,0.06666667014360428,0.1766214221715927
33,282,friend,7,1,40,40,0.0810810774564743,0.15654030442237854
33,457,friend,7,4,40,40,0.025641025975346565,0.05451017618179321
33,496,friend,7,5,40,40,0.012658228166401386,0.023689428344368935
33,750,friend,7,5,40,40,0.03896103799343109,0.08457750082015991
33,845,friend,7,3,40,22,0.016393441706895828,0.04656391218304634
33,1231,friend,7,3,40,40,0.03896103799343109,0.08137009292840958
33,1779,friend,7,3,40,40,0.025641025975346565,0.04192596673965454
34,1498,friend,1,17,40,40,0.06666667014360428,0.13284702599048615
35,972,friend,1,8,12,40,0.019607843831181526,0.03844919800758362
36,525,friend,3,5,40,40,0.25,0.4230870306491852
36,747,friend,3,5,40,40,0.1111111119389534,0.2014319747686386
36,949,friend,3,15,40,40,0.0810810774564743,0.16063039004802704
37,59,friend,7,47,40,40,0.05263157933950424,0.1102001816034317
37,122,friend,7,19,40,40,0.012658228166401386,0.02635483630001545
37,142,friend,7,49,40,40,0.025641025975346565,0.05273488909006119
37,1249,friend,7,51,40,40,0.05263157933950424,0.10946056246757507
37,1660,friend,7,38,40,40,0.025641025975346565,0.05077774450182915
37,1662,friend,7,57,40,40,0.012658228166401386,0.025033103302121162
37,1879,friend,7,47,40,40,0.012658228166401386,0.025725780054926872
38,383,friend,1,25,39,40,0.0533333346247673,0.17065885663032532
39,78,friend,4,81,40,40,0.0,0.0
39,1125,friend,4,23,40,40,0.025641025975346565,0.05556359887123108
39,1543,friend,4,119,40,21,0.01666666753590107,0.02973727509379387
39,2003,friend,4,24,40,40,0.0,0.0
40,78,friend,11,81,40,40,0.0,0.0
40,135,friend,11,8,40,40,0.012658228166401386,0.035391706973314285
40,142,friend,11,49,40,40,0.0,0.0
40,161,friend,11,10,40,40,0.0,0.0
40,325,friend,11,11,40,40,0.06666667014360428,0.12650512158870697
40,1089,friend,11,17,40,40,0.025641025975346565,0.04855615273118019
40,1393,friend,11,30,40,40,0.06666667014360428,0.13248516619205475
40,1543,friend,11,119,40,21,0.0,0.0
40,1841,friend,11,15,40,40,0.05263157933950424,0.11893530935049057
40,2003,friend,11,24,40,40,0.012658228166401386,0.021424997597932816
40,2055,friend,11,15,40,40,0.0,0.0
41,84,friend,2,4,40,40,0.1111111119389534,0.2274099588394165
41,107,friend,2,24,40,40,0.09589041024446487,0.17857348918914795
42,545,friend,2,76,40,40,0.1111111119389534,0.19856858253479004
42,1778,friend,2,1,40,40,0.1111111119389534,0.23924385011196136
43,143,friend,26,66,40,40,0.0,0.0
43,172,friend,26,13,40,40,0.0810810774564743,0.15380977094173431
43,179,friend,26,97,40,40,0.05263157933950424,0.09730331599712372
43,193,friend,26,15,40,40,0.06666667014360428,0.15633007884025574
43,260,friend,26,30,40,40,0.0,0.0
43,310,friend,26,69,40,40,0.03896103799343109,0.08544852584600449
43,419,friend,26,62,40,40,0.05263157933950424,0.07585166394710541
43,463,friend,26,16,40,40,0.012658228166401386,0.03168681263923645
43,481,friend,26,65,40,40,0.05263157933950424,0.0960903987288475
43,637,friend,26,12,40,40,0.0,0.0
43,658,friend,26,11,40,40,0.05263157933950424,0.10964721441268921
43,691,friend,26,80,40,40,0.0810810774564743,0.15110602974891663
43,743,friend,26,38,40,40,0.0,0.0
43,757,friend,26,32,40,40,0.05263157933950424,0.0675358772277832
43,859,friend,26,63,40,40,0.06666667014360428,0.1402350515127182
43,1076,friend,26,10,40,40,0.0,0.0
43,1084,friend,26,6,40,40,0.09589041024446487,0.21246159076690674
43,1167,friend,26,28,40,40,0.012658228166401386,0.039110034704208374
43,1410,friend,26,19,40,40,0.03896103799343109,0.07445643842220306
43,1469,friend,26,9,40,40,0.1267605572938919,0.22415892779827118
43,1491,friend,26,29,40,40,0.09589041024446487,0.17816229164600372
43,1503,friend,26,95,40,40,0.06666667014360428,0.12659458816051483
43,1785,friend,26,44,40,40,0.06666667014360428,0.1467701941728592
43,2006,friend,26,32,40,40,0.03896103799343109,0.10545696318149567
44,319,friend,7,3,40,40,0.0,0.0
44,485,friend,7,6,40,40,0.06666667014360428,0.14539873600006104
44,972,friend,7,8,40,40,0.025641025975346565,0.059857964515686035
44,1138,friend,7,11,40,40,0.0810810774564743,0.1507110297679901
44,1152,friend,7,4,40,40,0.025641025975346565,0.05889862775802612
44,1240,friend,7,6,40,40,0.05263157933950424,0.1289287507534027
