source,target,edge_type,weight
tag_179,artist_44,has_tag,3.0
tag_179,artist_50,has_tag,1.0
tag_179,artist_59,has_tag,1.0
tag_179,artist_72,has_tag,1.0
tag_179,artist_159,has_tag,7.0
tag_179,artist_181,has_tag,1.0
tag_179,artist_230,has_tag,1.0
tag_179,artist_378,has_tag,16.0
tag_179,artist_441,has_tag,2.0
tag_179,artist_450,has_tag,1.0
tag_179,artist_487,has_tag,12.0
tag_179,artist_504,has_tag,5.0
tag_179,artist_515,has_tag,4.0
tag_179,artist_517,has_tag,1.0
tag_179,artist_518,has_tag,12.0
tag_179,artist_522,has_tag,4.0
tag_179,artist_726,has_tag,3.0
tag_179,artist_866,has_tag,1.0
tag_179,artist_870,has_tag,1.0
tag_179,artist_872,has_tag,1.0
tag_179,artist_875,has_tag,6.0
tag_179,artist_878,has_tag,1.0
tag_179,artist_883,has_tag,1.0
tag_179,artist_923,has_tag,1.0
tag_179,artist_930,has_tag,5.0
tag_179,artist_946,has_tag,1.0
tag_179,artist_955,has_tag,2.0
tag_179,artist_1034,has_tag,2.0
tag_179,artist_1066,has_tag,1.0
tag_179,artist_1069,has_tag,1.0
tag_179,artist_1083,has_tag,7.0
tag_179,artist_1085,has_tag,1.0
tag_179,artist_1114,has_tag,1.0
tag_179,artist_1263,has_tag,2.0
tag_179,artist_1295,has_tag,1.0
tag_179,artist_1300,has_tag,5.0
tag_179,artist_1339,has_tag,1.0
tag_179,artist_1534,has_tag,11.0
tag_179,artist_1703,has_tag,2.0
tag_179,artist_1704,has_tag,2.0
tag_179,artist_1706,has_tag,1.0
tag_179,artist_1707,has_tag,8.0
tag_179,artist_1715,has_tag,2.0
tag_179,artist_1914,has_tag,2.0
tag_179,artist_1917,has_tag,1.0
tag_179,artist_2014,has_tag,8.0
tag_179,artist_2075,has_tag,1.0
tag_179,artist_2369,has_tag,4.0
tag_179,artist_2390,has_tag,1.0
tag_179,artist_2548,has_tag,1.0
tag_179,artist_2938,has_tag,1.0
tag_179,artist_2945,has_tag,2.0
tag_179,artist_2952,has_tag,1.0
tag_179,artist_3087,has_tag,1.0
tag_179,artist_3124,has_tag,1.0
tag_179,artist_3184,has_tag,5.0
tag_179,artist_3188,has_tag,1.0
tag_179,artist_3190,has_tag,1.0
tag_179,artist_3191,has_tag,2.0
tag_179,artist_3195,has_tag,4.0
tag_179,artist_3197,has_tag,2.0
tag_179,artist_3244,has_tag,2.0
tag_179,artist_3276,has_tag,1.0
tag_179,artist_3290,has_tag,1.0
tag_179,artist_3292,has_tag,1.0
tag_179,artist_3367,has_tag,1.0
tag_179,artist_3368,has_tag,1.0
tag_179,artist_3405,has_tag,1.0
tag_179,artist_3425,has_tag,1.0
tag_179,artist_3431,has_tag,1.0
tag_179,artist_3432,has_tag,3.0
tag_179,artist_3433,has_tag,2.0
tag_179,artist_3435,has_tag,1.0
tag_179,artist_3438,has_tag,3.0
tag_179,artist_3441,has_tag,2.0
tag_179,artist_3448,has_tag,1.0
tag_179,artist_3542,has_tag,1.0
tag_179,artist_3547,has_tag,1.0
tag_179,artist_3551,has_tag,1.0
tag_179,artist_3556,has_tag,1.0
tag_179,artist_3558,has_tag,2.0
tag_179,artist_3564,has_tag,2.0
tag_179,artist_3893,has_tag,4.0
tag_179,artist_3901,has_tag,2.0
tag_179,artist_4134,has_tag,1.0
tag_179,artist_4135,has_tag,2.0
tag_179,artist_4136,has_tag,3.0
tag_179,artist_4137,has_tag,2.0
tag_179,artist_4138,has_tag,1.0
tag_179,artist_4871,has_tag,1.0
tag_179,artist_4872,has_tag,2.0
tag_179,artist_4912,has_tag,1.0
tag_179,artist_4985,has_tag,1.0
tag_179,artist_5079,has_tag,12.0
tag_179,artist_5113,has_tag,3.0
tag_179,artist_5299,has_tag,1.0
tag_179,artist_5421,has_tag,5.0
tag_179,artist_5459,has_tag,1.0
tag_179,artist_5586,has_tag,3.0
tag_179,artist_5610,has_tag,3.0
tag_179,artist_5658,has_tag,3.0
tag_179,artist_5708,has_tag,1.0
tag_179,artist_5714,has_tag,2.0
tag_179,artist_5903,has_tag,1.0
tag_179,artist_5918,has_tag,1.0
tag_179,artist_6547,has_tag,1.0
tag_179,artist_6548,has_tag,1.0
tag_179,artist_6657,has_tag,2.0
tag_179,artist_7191,has_tag,1.0
tag_179,artist_7454,has_tag,1.0
tag_179,artist_8045,has_tag,3.0
tag_179,artist_8049,has_tag,1.0
tag_179,artist_8369,has_tag,6.0
tag_179,artist_8388,has_tag,1.0
tag_179,artist_8405,has_tag,1.0
tag_179,artist_8420,has_tag,1.0
tag_179,artist_8645,has_tag,1.0
tag_179,artist_8665,has_tag,1.0
tag_179,artist_8668,has_tag,2.0
tag_179,artist_9141,has_tag,1.0
tag_179,artist_9144,has_tag,6.0
tag_179,artist_9147,has_tag,1.0
tag_179,artist_9156,has_tag,1.0
tag_179,artist_9263,has_tag,3.0
tag_179,artist_9499,has_tag,1.0
tag_179,artist_9540,has_tag,1.0
tag_179,artist_9636,has_tag,3.0
tag_179,artist_9637,has_tag,3.0
tag_179,artist_9643,has_tag,1.0
tag_179,artist_9644,has_tag,1.0
tag_179,artist_9645,has_tag,1.0
tag_179,artist_9978,has_tag,1.0
tag_179,artist_9999,has_tag,1.0
tag_179,artist_10107,has_tag,1.0
tag_179,artist_10160,has_tag,1.0
tag_179,artist_10401,has_tag,1.0
tag_179,artist_10430,has_tag,2.0
tag_179,artist_10589,has_tag,1.0
tag_179,artist_10827,has_tag,1.0
tag_179,artist_10870,has_tag,2.0
tag_179,artist_10975,has_tag,1.0
tag_179,artist_10977,has_tag,2.0
tag_179,artist_10979,has_tag,1.0
tag_179,artist_11892,has_tag,1.0
tag_179,artist_11893,has_tag,2.0
tag_179,artist_11897,has_tag,1.0
tag_179,artist_11898,has_tag,1.0
tag_179,artist_11938,has_tag,1.0
tag_179,artist_12036,has_tag,2.0
tag_179,artist_12228,has_tag,2.0
tag_179,artist_12394,has_tag,1.0
tag_179,artist_12668,has_tag,3.0
tag_179,artist_12977,has_tag,1.0
tag_179,artist_13347,has_tag,1.0
tag_179,artist_13451,has_tag,1.0
tag_179,artist_14121,has_tag,3.0
tag_179,artist_14286,has_tag,2.0
tag_179,artist_15534,has_tag,1.0
tag_179,artist_16012,has_tag,1.0
tag_179,artist_16014,has_tag,1.0
tag_179,artist_16015,has_tag,1.0
tag_179,artist_16206,has_tag,2.0
tag_179,artist_16427,has_tag,1.0
tag_179,artist_16593,has_tag,2.0
tag_179,artist_16961,has_tag,1.0
tag_179,artist_17227,has_tag,2.0
tag_179,artist_17504,has_tag,1.0
tag_179,artist_17667,has_tag,1.0
tag_179,artist_18074,has_tag,1.0
tag_179,artist_18442,has_tag,1.0
tag_179,artist_18443,has_tag,1.0
tag_179,artist_18444,has_tag,1.0
tag_179,artist_18448,has_tag,1.0
tag_179,artist_18521,has_tag,1.0
tag_179,artist_18524,has_tag,1.0
tag_179,artist_18527,has_tag,1.0
tag_179,artist_18574,has_tag,1.0
tag_179,artist_18630,has_tag,1.0
tag_179,artist_18633,has_tag,1.0
tag_541,artist_4,has_tag,4.0
tag_541,artist_8,has_tag,3.0
tag_541,artist_374,has_tag,7.0
tag_541,artist_375,has_tag,6.0
tag_541,artist_376,has_tag,6.0
tag_541,artist_379,has_tag,3.0
tag_541,artist_382,has_tag,1.0
tag_541,artist_385,has_tag,2.0
tag_541,artist_390,has_tag,2.0
tag_541,artist_394,has_tag,1.0
tag_541,artist_396,has_tag,3.0
tag_541,artist_397,has_tag,3.0
tag_541,artist_399,has_tag,1.0
tag_541,artist_406,has_tag,1.0
tag_541,artist_407,has_tag,3.0
tag_541,artist_754,has_tag,3.0
tag_541,artist_1146,has_tag,4.0
tag_541,artist_1148,has_tag,1.0
tag_541,artist_1154,has_tag,4.0
tag_541,artist_1157,has_tag,1.0
tag_541,artist_1161,has_tag,2.0
tag_541,artist_1857,has_tag,7.0
tag_541,artist_1865,has_tag,2.0
tag_541,artist_1872,has_tag,3.0
tag_541,artist_1893,has_tag,1.0
tag_541,artist_1906,has_tag,1.0
tag_541,artist_1908,has_tag,1.0
tag_541,artist_1910,has_tag,3.0
tag_541,artist_1915,has_tag,1.0
tag_541,artist_1919,has_tag,7.0
tag_541,artist_1922,has_tag,2.0
tag_541,artist_1923,has_tag,3.0
tag_541,artist_1929,has_tag,4.0
tag_541,artist_1933,has_tag,3.0
tag_541,artist_2000,has_tag,1.0
tag_541,artist_2086,has_tag,3.0
tag_541,artist_2087,has_tag,1.0
tag_541,artist_2093,has_tag,2.0
tag_541,artist_2094,has_tag,1.0
tag_541,artist_2095,has_tag,1.0
tag_541,artist_2096,has_tag,2.0
tag_541,artist_2100,has_tag,3.0
tag_541,artist_2101,has_tag,3.0
tag_541,artist_2102,has_tag,8.0
tag_541,artist_2104,has_tag,2.0
tag_541,artist_2110,has_tag,1.0
tag_541,artist_2113,has_tag,1.0
tag_541,artist_2116,has_tag,1.0
tag_541,artist_2118,has_tag,1.0
tag_541,artist_2512,has_tag,2.0
tag_541,artist_2585,has_tag,1.0
tag_541,artist_2623,has_tag,4.0
tag_541,artist_3217,has_tag,1.0
tag_541,artist_3324,has_tag,2.0
tag_541,artist_3483,has_tag,1.0
tag_541,artist_3494,has_tag,1.0
tag_541,artist_3552,has_tag,1.0
tag_541,artist_3571,has_tag,1.0
tag_541,artist_4437,has_tag,1.0
tag_541,artist_4488,has_tag,1.0
tag_541,artist_4860,has_tag,1.0
tag_541,artist_4922,has_tag,2.0
tag_541,artist_4980,has_tag,4.0
tag_541,artist_5076,has_tag,3.0
tag_541,artist_5081,has_tag,1.0
tag_541,artist_5082,has_tag,4.0
tag_541,artist_5083,has_tag,1.0
tag_541,artist_5084,has_tag,1.0
tag_541,artist_5087,has_tag,1.0
tag_541,artist_5089,has_tag,3.0
tag_541,artist_5090,has_tag,1.0
tag_541,artist_5093,has_tag,1.0
tag_541,artist_5095,has_tag,1.0
tag_541,artist_5332,has_tag,1.0
tag_541,artist_5335,has_tag,1.0
tag_541,artist_5411,has_tag,1.0
tag_541,artist_5417,has_tag,2.0
tag_541,artist_5422,has_tag,1.0
tag_541,artist_5563,has_tag,1.0
tag_541,artist_5567,has_tag,1.0
tag_541,artist_5592,has_tag,1.0
tag_541,artist_5605,has_tag,3.0
tag_541,artist_6046,has_tag,2.0
tag_541,artist_6075,has_tag,2.0
tag_541,artist_6150,has_tag,1.0
tag_541,artist_6336,has_tag,1.0
tag_541,artist_6414,has_tag,1.0
tag_541,artist_7124,has_tag,1.0
tag_541,artist_7126,has_tag,2.0
tag_541,artist_7160,has_tag,1.0
tag_541,artist_7175,has_tag,1.0
tag_541,artist_7900,has_tag,1.0
tag_541,artist_8392,has_tag,3.0
tag_541,artist_8396,has_tag,1.0
tag_541,artist_8398,has_tag,1.0
tag_541,artist_8404,has_tag,1.0
tag_541,artist_8736,has_tag,1.0
tag_541,artist_8802,has_tag,3.0
tag_541,artist_8968,has_tag,1.0
tag_541,artist_9002,has_tag,1.0
tag_541,artist_9013,has_tag,2.0
tag_541,artist_9089,has_tag,2.0
tag_541,artist_9096,has_tag,1.0
tag_541,artist_9098,has_tag,1.0
tag_541,artist_9102,has_tag,1.0
tag_541,artist_9103,has_tag,1.0
tag_541,artist_9105,has_tag,2.0
tag_541,artist_9115,has_tag,2.0
tag_541,artist_9116,has_tag,1.0
tag_541,artist_9533,has_tag,1.0
tag_541,artist_9557,has_tag,1.0
tag_541,artist_9576,has_tag,2.0
tag_541,artist_9577,has_tag,1.0
tag_541,artist_9587,has_tag,1.0
tag_541,artist_9739,has_tag,1.0
tag_541,artist_9929,has_tag,1.0
tag_541,artist_10226,has_tag,2.0
tag_541,artist_10227,has_tag,1.0
tag_541,artist_10228,has_tag,2.0
tag_541,artist_10230,has_tag,1.0
tag_541,artist_10232,has_tag,1.0
tag_541,artist_10233,has_tag,1.0
tag_541,artist_10234,has_tag,1.0
tag_541,artist_10235,has_tag,2.0
tag_541,artist_10237,has_tag,1.0
tag_541,artist_10243,has_tag,2.0
tag_541,artist_10247,has_tag,2.0
tag_541,artist_10249,has_tag,2.0
tag_541,artist_10557,has_tag,1.0
tag_541,artist_10582,has_tag,3.0
tag_541,artist_10583,has_tag,2.0
tag_541,artist_10810,has_tag,1.0
tag_541,artist_10926,has_tag,1.0
tag_541,artist_10941,has_tag,1.0
tag_541,artist_11313,has_tag,1.0
tag_541,artist_11822,has_tag,1.0
tag_541,artist_11829,has_tag,1.0
tag_541,artist_11874,has_tag,1.0
tag_541,artist_11875,has_tag,1.0
tag_541,artist_12190,has_tag,1.0
tag_541,artist_12358,has_tag,1.0
tag_541,artist_12364,has_tag,1.0
tag_541,artist_12373,has_tag,1.0
tag_541,artist_12702,has_tag,2.0
tag_541,artist_12706,has_tag,1.0
tag_541,artist_12715,has_tag,1.0
tag_541,artist_12763,has_tag,1.0
tag_541,artist_12768,has_tag,1.0
tag_541,artist_12772,has_tag,1.0
tag_541,artist_12803,has_tag,1.0
tag_541,artist_12930,has_tag,1.0
tag_541,artist_13037,has_tag,1.0
tag_541,artist_13179,has_tag,1.0
tag_541,artist_14310,has_tag,1.0
tag_541,artist_14324,has_tag,2.0
tag_541,artist_14797,has_tag,1.0
tag_541,artist_15075,has_tag,1.0
tag_541,artist_15090,has_tag,1.0
tag_541,artist_15163,has_tag,1.0
tag_541,artist_15325,has_tag,3.0
tag_541,artist_15425,has_tag,1.0
tag_541,artist_16156,has_tag,1.0
tag_541,artist_16160,has_tag,1.0
tag_541,artist_16162,has_tag,2.0
tag_541,artist_16164,has_tag,2.0
tag_541,artist_16230,has_tag,2.0
tag_541,artist_16442,has_tag,1.0
tag_541,artist_16846,has_tag,1.0
tag_541,artist_17472,has_tag,1.0
tag_541,artist_17482,has_tag,1.0
tag_541,artist_17483,has_tag,1.0
tag_541,artist_17484,has_tag,1.0
tag_541,artist_17486,has_tag,1.0
tag_541,artist_17661,has_tag,1.0
tag_541,artist_17667,has_tag,1.0
tag_541,artist_17712,has_tag,1.0
tag_541,artist_17713,has_tag,2.0
tag_541,artist_17714,has_tag,1.0
tag_541,artist_17715,has_tag,2.0
tag_541,artist_17718,has_tag,1.0
tag_541,artist_17719,has_tag,2.0
tag_541,artist_17721,has_tag,1.0
tag_541,artist_17723,has_tag,1.0
tag_541,artist_17727,has_tag,1.0
tag_541,artist_17743,has_tag,1.0
tag_541,artist_17880,has_tag,1.0
tag_541,artist_18007,has_tag,1.0
tag_552,artist_8,has_tag,1.0
tag_552,artist_374,has_tag,1.0
tag_552,artist_1929,has_tag,1.0
tag_1219,artist_8,has_tag,3.0
tag_1219,artist_376,has_tag,2.0
tag_1219,artist_390,has_tag,1.0
tag_1219,artist_396,has_tag,1.0
tag_1219,artist_397,has_tag,1.0
tag_1219,artist_1857,has_tag,1.0
tag_1219,artist_1872,has_tag,1.0
tag_1219,artist_1910,has_tag,2.0
tag_1219,artist_1919,has_tag,1.0
tag_1219,artist_1923,has_tag,1.0
tag_1219,artist_1929,has_tag,1.0
tag_1219,artist_2096,has_tag,1.0
tag_1219,artist_2100,has_tag,2.0
tag_1219,artist_4980,has_tag,1.0
tag_1219,artist_5076,has_tag,1.0
tag_1219,artist_5077,has_tag,1.0
tag_1219,artist_5082,has_tag,2.0
tag_1219,artist_5087,has_tag,1.0
tag_1219,artist_5095,has_tag,1.0
tag_1219,artist_5110,has_tag,1.0
tag_1219,artist_5335,has_tag,1.0
tag_1219,artist_8392,has_tag,1.0
tag_1219,artist_8396,has_tag,1.0
tag_1219,artist_8397,has_tag,1.0
tag_1219,artist_8404,has_tag,1.0
tag_1219,artist_8407,has_tag,1.0
tag_1219,artist_10582,has_tag,1.0
tag_1219,artist_10811,has_tag,1.0
tag_1219,artist_12796,has_tag,1.0
tag_1219,artist_12801,has_tag,1.0
tag_1219,artist_12803,has_tag,1.0
tag_1219,artist_12812,has_tag,1.0
tag_1219,artist_15163,has_tag,1.0
tag_1219,artist_17485,has_tag,1.0
tag_1219,artist_17661,has_tag,1.0
tag_1219,artist_17662,has_tag,1.0
tag_1219,artist_17713,has_tag,2.0
tag_1219,artist_17718,has_tag,1.0
tag_1219,artist_17719,has_tag,1.0
tag_1219,artist_17722,has_tag,1.0
tag_2850,artist_159,has_tag,1.0
tag_2850,artist_227,has_tag,1.0
tag_2850,artist_258,has_tag,1.0
tag_2850,artist_270,has_tag,1.0
tag_2850,artist_292,has_tag,1.0
tag_2850,artist_340,has_tag,1.0
tag_2850,artist_390,has_tag,1.0
tag_2850,artist_406,has_tag,1.0
tag_2850,artist_599,has_tag,1.0
tag_2850,artist_709,has_tag,1.0
tag_2850,artist_735,has_tag,1.0
tag_2850,artist_889,has_tag,1.0
tag_2850,artist_1098,has_tag,1.0
tag_2850,artist_1768,has_tag,1.0
tag_2850,artist_1771,has_tag,1.0
tag_2850,artist_1844,has_tag,1.0
tag_2850,artist_4575,has_tag,1.0
tag_2850,artist_5416,has_tag,1.0
tag_2850,artist_6721,has_tag,1.0
tag_2850,artist_7706,has_tag,1.0
tag_2850,artist_8360,has_tag,1.0
tag_2850,artist_9700,has_tag,1.0
artist_2,tag_14,has_tag,1.0
artist_2,tag_18,has_tag,1.0
artist_2,tag_30,has_tag,5.0
artist_2,tag_61,has_tag,1.0
artist_2,tag_127,has_tag,2.0
artist_2,tag_190,has_tag,1.0
artist_2,tag_233,has_tag,1.0
artist_2,tag_575,has_tag,8.0
artist_2,tag_727,has_tag,1.0
artist_2,tag_10137,has_tag,1.0
tag_14,artist_30,has_tag,1.0
tag_14,artist_51,has_tag,1.0
tag_14,artist_53,has_tag,16.0
tag_14,artist_54,has_tag,1.0
tag_14,artist_57,has_tag,1.0
tag_14,artist_58,has_tag,4.0
tag_14,artist_63,has_tag,17.0
tag_14,artist_64,has_tag,13.0
tag_14,artist_65,has_tag,1.0
tag_14,artist_66,has_tag,1.0
tag_14,artist_70,has_tag,24.0
tag_14,artist_71,has_tag,1.0
tag_14,artist_72,has_tag,5.0
tag_14,artist_73,has_tag,3.0
tag_14,artist_75,has_tag,1.0
tag_14,artist_80,has_tag,2.0
tag_14,artist_81,has_tag,4.0
tag_14,artist_93,has_tag,9.0
tag_14,artist_101,has_tag,1.0
tag_14,artist_102,has_tag,1.0
tag_14,artist_103,has_tag,6.0
tag_14,artist_104,has_tag,1.0
tag_14,artist_106,has_tag,1.0
tag_14,artist_107,has_tag,7.0
tag_14,artist_116,has_tag,1.0
tag_14,artist_126,has_tag,1.0
tag_14,artist_128,has_tag,1.0
tag_14,artist_130,has_tag,1.0
tag_14,artist_132,has_tag,3.0
tag_14,artist_134,has_tag,1.0
tag_14,artist_137,has_tag,1.0
tag_14,artist_138,has_tag,3.0
tag_14,artist_141,has_tag,2.0
tag_14,artist_142,has_tag,1.0
tag_14,artist_143,has_tag,1.0
tag_14,artist_148,has_tag,1.0
tag_14,artist_151,has_tag,10.0
tag_14,artist_152,has_tag,1.0
tag_14,artist_154,has_tag,3.0
tag_14,artist_162,has_tag,13.0
tag_14,artist_163,has_tag,1.0
tag_14,artist_165,has_tag,1.0
tag_14,artist_175,has_tag,8.0
tag_14,artist_226,has_tag,1.0
tag_14,artist_227,has_tag,1.0
tag_14,artist_233,has_tag,3.0
tag_14,artist_237,has_tag,1.0
tag_14,artist_238,has_tag,6.0
tag_14,artist_366,has_tag,1.0
tag_14,artist_389,has_tag,13.0
tag_14,artist_407,has_tag,9.0
tag_14,artist_418,has_tag,45.0
tag_14,artist_420,has_tag,1.0
tag_14,artist_423,has_tag,3.0
tag_14,artist_433,has_tag,3.0
tag_14,artist_440,has_tag,1.0
tag_14,artist_441,has_tag,1.0
tag_14,artist_444,has_tag,11.0
tag_14,artist_454,has_tag,8.0
tag_14,artist_506,has_tag,1.0
tag_14,artist_520,has_tag,1.0
tag_14,artist_539,has_tag,1.0
tag_14,artist_592,has_tag,1.0
tag_14,artist_599,has_tag,1.0
tag_14,artist_603,has_tag,21.0
tag_14,artist_604,has_tag,1.0
tag_14,artist_606,has_tag,1.0
tag_14,artist_608,has_tag,1.0
tag_14,artist_611,has_tag,1.0
tag_14,artist_616,has_tag,3.0
tag_14,artist_621,has_tag,11.0
tag_14,artist_627,has_tag,1.0
tag_14,artist_632,has_tag,13.0
tag_14,artist_691,has_tag,1.0
tag_14,artist_697,has_tag,1.0
tag_14,artist_703,has_tag,2.0
tag_14,artist_722,has_tag,1.0
tag_14,artist_727,has_tag,11.0
tag_14,artist_734,has_tag,1.0
tag_14,artist_743,has_tag,3.0
tag_14,artist_744,has_tag,6.0
tag_14,artist_745,has_tag,1.0
tag_14,artist_746,has_tag,1.0
tag_14,artist_747,has_tag,8.0
tag_14,artist_748,has_tag,20.0
tag_14,artist_749,has_tag,2.0
tag_14,artist_751,has_tag,3.0
tag_14,artist_753,has_tag,3.0
tag_14,artist_756,has_tag,3.0
tag_14,artist_760,has_tag,1.0
tag_14,artist_763,has_tag,3.0
tag_14,artist_767,has_tag,2.0
tag_14,artist_769,has_tag,1.0
tag_14,artist_772,has_tag,4.0
tag_14,artist_774,has_tag,1.0
tag_14,artist_775,has_tag,1.0
tag_14,artist_778,has_tag,1.0
tag_14,artist_780,has_tag,1.0
tag_14,artist_782,has_tag,2.0
tag_14,artist_861,has_tag,1.0
tag_14,artist_875,has_tag,1.0
tag_14,artist_903,has_tag,1.0
tag_14,artist_961,has_tag,1.0
tag_14,artist_963,has_tag,5.0
tag_14,artist_981,has_tag,1.0
tag_14,artist_1007,has_tag,1.0
tag_14,artist_1034,has_tag,2.0
tag_14,artist_1061,has_tag,3.0
tag_14,artist_1070,has_tag,1.0
tag_14,artist_1073,has_tag,1.0
tag_14,artist_1075,has_tag,1.0
tag_14,artist_1097,has_tag,1.0
