node_id,node_type,label
tag_7460,tag,cold play
tag_7553,tag,rock indie
tag_8303,tag,tbu
tag_8310,tag,viaje de egresados
tag_8316,tag,caaamiiiliiitaaa
tag_8453,tag,fail
tag_8518,tag,songs diana sang on x factor
tag_8621,tag,six feet under soundtrack
tag_8708,tag,oh my god
tag_8716,tag,indierock
tag_8884,tag,beatiful
tag_8906,tag,free mp3
tag_9607,tag,muzyka dla mietkich chlopcow
tag_9821,tag,inlove
tag_10212,tag,musikfuerrundumdieuhr
tag_10230,tag,listened more than 10 times in a row
tag_10261,tag,hang on
tag_10364,tag,whitenoize
tag_10559,tag,ohmydamn
tag_10585,tag,jukebox project
tag_10862,tag,united kingdom
tag_10975,tag,tear-jearker
tag_10976,tag,johnny cash
tag_10978,tag,galactic
tag_10979,tag,lights
tag_10980,tag,naked
tag_10981,tag,question
tag_10988,tag,eternal love
tag_11489,tag,my own private sunshine
tag_12073,tag,ben lee
tag_12265,tag,favorite bands and artists
tag_12534,tag,songs i never get sick of
tag_12535,tag,isa
tag_12543,tag,vacation
artist_66,artist,Faithless
tag_2272,tag,progressive house
tag_8001,tag,gadi1
tag_8732,tag,drug song
artist_67,artist,Madonna
tag_103,tag,rap
tag_116,tag,jam
tag_159,tag,anime
tag_319,tag,spanish
tag_636,tag,britney spears
tag_639,tag,queen
tag_661,tag,ballads
tag_664,tag,christina aguilera
tag_688,tag,rainha do pop
tag_697,tag,best of all
tag_705,tag,f-u-c-k me
tag_708,tag,get stupid
tag_710,tag,the best of madonna
tag_712,tag,gospel
tag_754,tag,vocalist
tag_766,tag,holiday soundtrack
tag_768,tag,stand out be proud
tag_773,tag,her best
tag_778,tag,party time
tag_830,tag,guitar
tag_991,tag,musical
tag_1042,tag,1985
tag_1086,tag,female voices
tag_1087,tag,justin timberlake
tag_1240,tag,2004
tag_1268,tag,jungle
tag_1295,tag,pop queen
tag_1296,tag,superstar
tag_1311,tag,living legend
tag_1489,tag,fav female singers
tag_1498,tag,stupid
tag_1500,tag,worst lyrics ever
tag_1501,tag,turkish delight
tag_1613,tag,bitch
tag_1644,tag,fuck yeah
tag_1653,tag,pop bitch
tag_1745,tag,goddess
tag_2200,tag,adult contemporary
tag_2398,tag,pop music
tag_2651,tag,queen of music
tag_2981,tag,awsome
tag_3153,tag,acapella
tag_3173,tag,tyler adam
tag_3176,tag,timbaland
tag_3177,tag,missy elliott
tag_3178,tag,tweet
tag_3179,tag,aaliyah
tag_3180,tag,kiley dean
tag_3181,tag,contemporary rnb
tag_3182,tag,mya
tag_3184,tag,ginuwine
tag_3187,tag,janet jackson
tag_3188,tag,bubba sparxxx
tag_3252,tag,crunk
tag_3253,tag,cry
tag_3330,tag,sexy pop
tag_3331,tag,sexy bitches do it better
tag_3332,tag,folk pop
tag_3375,tag,memories
tag_3388,tag,cyndi lauper
tag_3436,tag,obsession
tag_3558,tag,lyricism
tag_3568,tag,r'n'b
tag_3699,tag,incomparable
tag_3917,tag,rainha
tag_3970,tag,lol
tag_4216,tag,concert
tag_4217,tag,beauty
tag_4218,tag,director
tag_4219,tag,queen forever
tag_4220,tag,the best show
tag_4221,tag,the best women singer
tag_4222,tag,the richest singer
tag_4223,tag,bigdrums
tag_4411,tag,charmed
tag_4722,tag,show woman
tag_4903,tag,n 1 hot 100 billboard
tag_4904,tag,sticky and sweet tour
tag_5873,tag,william orbit
tag_5876,tag,music to listen to at night
tag_5879,tag,madonna demo
tag_6038,tag,fantastic pop album
tag_6040,tag,90 goods
tag_6111,tag,mad
tag_6146,tag,confessions on a dance floor
tag_6698,tag,madoge16
tag_6699,tag,madonnitaaaa
tag_6757,tag,celebration
tag_6994,tag,dont cry for me argentina
tag_7078,tag,madge
tag_7669,tag,vogue cardiff
tag_7733,tag,really queen
tag_8093,tag,dick tracy
tag_8247,tag,jump
tag_8506,tag,oscar winning songs
tag_8523,tag,songs to listen to
tag_9019,tag,viaje mistico
tag_9358,tag,true legend
tag_9945,tag,fave
tag_10061,tag,maddie
tag_10286,tag,meu tudo
tag_10287,tag,minha tesuda
tag_10288,tag,minha gostosa
tag_10679,tag,sorry
tag_10695,tag,all time favorites
tag_10936,tag,sexyy
tag_10937,tag,daring
tag_10945,tag,hung up
tag_10948,tag,fab
tag_11695,tag,dancante
tag_12023,tag,essential madonna
tag_12066,tag,glamour
artist_68,artist,Icehouse
tag_709,tag,1982
tag_922,tag,instrumentals
tag_970,tag,hellish song
tag_1182,tag,genius at work - brilliant song
tag_10096,tag,modern-classic
tag_10100,tag,city names
artist_69,artist,Sade
tag_702,tag,smooth
tag_829,tag,blues
tag_1096,tag,chill zone
tag_1796,tag,smooth jazz
tag_3310,tag,jazzy
tag_5819,tag,f4nt4stic
artist_70,artist,Moby
tag_833,tag,energy
tag_837,tag,sad and slow
tag_1494,tag,depressing
tag_1943,tag,poetry
tag_2808,tag,forever in heart
tag_2885,tag,space
tag_3591,tag,must have
tag_4951,tag,check your meta tag
tag_8698,tag,new vicious
tag_9257,tag,moby
tag_11728,tag,rs
artist_71,artist,Dido
tag_528,tag,folk rock
tag_847,tag,female vocal
tag_2856,tag,stunning
tag_10420,tag,dido
tag_12092,tag,fascinating
artist_72,artist,Depeche Mode
tag_3,tag,goth rock
tag_47,tag,idm
tag_207,tag,want to see live
tag_412,tag,best band ever
tag_426,tag,depressive
tag_495,tag,synth wave
tag_497,tag,80s party
tag_499,tag,melodic
tag_506,tag,i love 90s
tag_513,tag,nostalgic
tag_514,tag,depeche mode
tag_515,tag,best of 80s
tag_807,tag,helplessly singing along
tag_812,tag,great b-side
tag_832,tag,music to cry
tag_840,tag,perfect lyrics
tag_841,tag,absolutely genius
tag_907,tag,synthpop artists
tag_1081,tag,favourite albums
tag_1159,tag,deep
tag_1660,tag,i can and will listen to this song all day
tag_1716,tag,synthmope
tag_1836,tag,electronic rock
tag_1939,tag,dave jumps in crowd background females sing louder
tag_1940,tag,depeche mode live black celebration
tag_1994,tag,techno-ish
tag_2104,tag,dave gahan
tag_2308,tag,avantgarde
tag_2415,tag,rio
tag_2620,tag,nothing
tag_2621,tag,personal jesus
tag_2622,tag,little 15
tag_2623,tag,new dress
tag_2624,tag,lillian
tag_2625,tag,policy of truth
tag_2626,tag,world in my eyes
tag_3215,tag,defiant
tag_3427,tag,resignation
