node_id,node_type,label
artist_143,artist,Daisuke Miyatani
artist_144,artist,Dakota Suite
artist_145,artist,Ryonkt
artist_146,artist,Hird
artist_147,artist,Svarte Greiner
artist_148,artist,The Boats
artist_149,artist,The Sound Of Lucrecia
artist_150,artist,Porzellan
user_4,user,
artist_151,artist,Deep Forest
artist_152,artist,Porcupine Tree
artist_153,artist,De/Vision
artist_154,artist,Radiohead
artist_155,artist,Robbie Williams
artist_156,artist,VAST
artist_157,artist,Michael Jackson
artist_158,artist,×¢××¨× ××××¨
artist_159,artist,The Cure
artist_160,artist,×××× ××¤×
artist_161,artist,Enrique Iglesias
artist_162,artist,God Is an Astronaut
artist_163,artist,Pink Floyd
artist_164,artist,××× × ××××
artist_165,artist,Planet Funk
artist_166,artist,The Cranberries
artist_167,artist,Scissor Sisters
artist_168,artist,×× ××× ×¡×××××
artist_169,artist,××××ª×¨ ×× ××
artist_170,artist,Mew
artist_171,artist,Stereophonics
artist_172,artist,Garbage
artist_173,artist,Placebo
artist_174,artist,Infected Mushroom
artist_175,artist,Delerium
artist_176,artist,Scorpions
artist_177,artist,Rock Star Supernova
artist_178,artist,Dolores O'Riordan
artist_179,artist,Tommy Lee
artist_180,artist,Roxette
artist_181,artist,Paradise Lost
artist_182,artist,Keane
artist_183,artist,Jamiroquai
artist_184,artist,James Blunt
artist_185,artist,Reamonn
artist_186,artist,Blackfield
artist_187,artist,a-ha
artist_188,artist,Opeth
artist_189,artist,Poets of the Fall
artist_190,artist,Muse
artist_191,artist,OneRepublic
artist_192,artist,Elton John
artist_193,artist,Tears for Fears
user_5,user,
artist_194,artist,The Tiger Lillies
artist_195,artist,Bright Eyes
artist_196,artist,Beirut
artist_197,artist,Tom Waits
artist_198,artist,System of a Down
artist_199,artist,Arcade Fire
artist_200,artist,Gogol Bordello
artist_201,artist,ÐÐµÐ½Ð¸Ð½Ð³ÑÐ°Ð´
artist_202,artist,CAKE
artist_203,artist,Blur
artist_204,artist,Damien Rice
artist_205,artist,Andrew Bird
artist_206,artist,Beck
artist_207,artist,Arctic Monkeys
artist_208,artist,Babyshambles
artist_209,artist,My Chemical Romance
artist_210,artist,Bloc Party
artist_211,artist,The Decemberists
artist_212,artist,Bob Dylan
artist_213,artist,Jacques Brel
artist_214,artist,DeVotchKa
artist_215,artist,Jeff Buckley
artist_216,artist,Sparklehorse
artist_217,artist,Death Cab for Cutie
artist_218,artist,Man Man
artist_219,artist,M. Ward
artist_220,artist,Red Hot Chili Peppers
artist_221,artist,Travis
artist_222,artist,Modest Mouse
artist_223,artist,Band of Horses
artist_224,artist,Yeong-wook Jo
artist_225,artist,Interpol
artist_226,artist,Queens of the Stone Age
artist_227,artist,The Beatles
artist_228,artist,Kings of Leon
artist_229,artist,The Killers
artist_230,artist,Green Day
artist_231,artist,Devendra Banhart
artist_232,artist,Sunset Rubdown
artist_233,artist,Nine Inch Nails
artist_234,artist,Nirvana
artist_235,artist,Eels
artist_236,artist,Clap Your Hands Say Yeah
artist_237,artist,Thom Yorke
artist_238,artist,Massive Attack
user_6,user,
artist_239,artist,Keyshia Cole
artist_240,artist,Racionais MC's
artist_241,artist,Toni Braxton
artist_242,artist,Elo da Corrente
artist_243,artist,Teta Lando
artist_244,artist,Flagelo Urbano
artist_245,artist,Bob Marley & The Wailers
artist_246,artist,Adriana Calcanhotto
artist_247,artist,Maxwell
artist_248,artist,Pharoahe Monch
artist_249,artist,Common
artist_250,artist,Bob Marley
artist_251,artist,Whitney Houston
artist_252,artist,Tamia
artist_253,artist,Bryan Adams
artist_254,artist,Lokua Kanza
artist_255,artist,Nach
artist_256,artist,Kid Abelha
artist_257,artist,Mariah Carey
artist_258,artist,Tina Turner
artist_259,artist,9th Wonder
artist_260,artist,Floetry
artist_261,artist,Marisa Monte
artist_262,artist,Mary J. Blige
artist_263,artist,Jill Scott
artist_264,artist,Sara Tavares
artist_265,artist,CÃ©line Dion
artist_266,artist,Erykah Badu
artist_267,artist,Nas
artist_268,artist,Richard Marx
artist_269,artist,Dru Hill
artist_270,artist,Maria BethÃ¢nia
artist_271,artist,Mos Def
artist_272,artist,Faith Evans
artist_273,artist,Avant
artist_274,artist,Bob da Rage Sense
artist_275,artist,Angie Stone
artist_276,artist,Gang Starr
artist_277,artist,Papa Wemba
artist_278,artist,2Pac
artist_279,artist,Brandy
artist_280,artist,Sam the Kid
artist_281,artist,Dealema
artist_282,artist,Boss AC
artist_283,artist,Ana Carolina
artist_284,artist,Dilated Peoples
artist_285,artist,Janet Jackson
artist_286,artist,Peter Tosh
artist_287,artist,Monica
user_7,user,
artist_288,artist,Rihanna
artist_289,artist,Britney Spears
artist_290,artist,Jordin Sparks
artist_291,artist,Kelly Clarkson
artist_292,artist,Christina Aguilera
artist_293,artist,Ashlee Simpson
artist_294,artist,Leona Lewis
artist_295,artist,BeyoncÃ©
artist_296,artist,Sugababes
artist_297,artist,David Cook
artist_298,artist,Lily Allen
artist_299,artist,Jennifer Lopez
artist_300,artist,Katy Perry
artist_301,artist,Alicia Keys
artist_302,artist,P!nk
artist_303,artist,Panic at the Disco
artist_304,artist,David Archuleta
artist_305,artist,Katharine McPhee
artist_306,artist,Black Eyed Peas
artist_307,artist,Kate Voegele
artist_308,artist,Kat DeLuna
artist_309,artist,Danity Kane
artist_310,artist,Nelly Furtado
artist_311,artist,Natasha Bedingfield
artist_312,artist,Cassie
artist_313,artist,Allison Iraheta
artist_314,artist,Ciara
artist_315,artist,Matt Pokora
artist_316,artist,Alanis Morissette
artist_317,artist,Keri Hilson
artist_318,artist,Hilary Duff
artist_319,artist,Haley James Scott
artist_320,artist,Fergie
artist_321,artist,Jonas Brothers
artist_322,artist,Ashanti
artist_323,artist,The Saturdays
artist_324,artist,Cobra Starship
artist_325,artist,Ashley Tisdale
artist_326,artist,JoJo
artist_327,artist,Chris Brown
artist_328,artist,David Guetta
artist_329,artist,Justin Timberlake
artist_330,artist,T.I.
artist_331,artist,Kanye West
artist_332,artist,Kelly Rowland
artist_333,artist,Avril Lavigne
user_8,user,
artist_334,artist,No Angels
artist_335,artist,Sandy
artist_336,artist,Vanessa Petruo
artist_337,artist,Alexander
artist_338,artist,Queensberry
artist_339,artist,Fady Maalouf
artist_340,artist,Cher
artist_341,artist,Barbara SchÃ¶neberger
artist_342,artist,Colbie Caillat
artist_343,artist,Annett Louisan
artist_344,artist,Taylor Swift
artist_345,artist,Nadja Benaissa
artist_346,artist,Lena
artist_347,artist,Cassandra Steen
artist_348,artist,Wir sind Helden
artist_349,artist,The Pussycat Dolls
artist_350,artist,Monrose
artist_351,artist,Gabrielle
artist_352,artist,Cheryl Cole
artist_353,artist,Milow
artist_354,artist,Sarah Connor
artist_355,artist,Jason Mraz
artist_356,artist,Brad Paisley
artist_357,artist,Silbermond
artist_358,artist,Diyana
artist_359,artist,Maria Mena
artist_360,artist,Shania Twain
artist_361,artist,Jennifer Chung
artist_362,artist,A Fine Frenzy
artist_363,artist,Lucylicious
artist_364,artist,Sugarland
artist_365,artist,Christina StÃ¼rmer
artist_366,artist,Jack Johnson
user_9,user,
artist_8,artist,DIR EN GREY
artist_367,artist,BIG BANG
artist_368,artist,ê¹ì¢êµ­
artist_369,artist,2PM
artist_370,artist,Katatonia
artist_371,artist,Skillet
artist_372,artist,ã¢ã³ã´ã«800
artist_373,artist,Jay Park
artist_374,artist,å®å¤ç°ãã«ã«
artist_375,artist,æµå´ããã¿
artist_376,artist,UVERworld
artist_377,artist,Linkin Park
artist_378,artist,Evanescence
artist_379,artist,ä¸­å³¶ç¾å
artist_380,artist,Blackmore's Night
artist_381,artist,C.N.BLUE
artist_382,artist,BUCK-TICK
artist_383,artist,Bad Religion
artist_384,artist,Fairuz
artist_385,artist,T.M.Revolution
artist_386,artist,Cascada
artist_387,artist,TRAX
artist_388,artist,B2ST
artist_389,artist,Enya
artist_390,artist,GACKT
artist_391,artist,Sinamore
artist_392,artist,Remi Bandali
artist_393,artist,Super Junior
artist_394,artist,å±±ä¸æºä¹
artist_395,artist,NEWS
artist_396,artist,L'Arc~en~Ciel
artist_397,artist,é-MIYAVI-
artist_398,artist,www.DjFahad.com
artist_399,artist,åµ
artist_400,artist,2NE1
artist_401,artist,RENTRER EN SOI
artist_402,artist,3mmey
artist_403,artist,The All-American Rejects
artist_404,artist,ë°±ì§ì
artist_405,artist,The Rasmus
artist_406,artist,HYDE
artist_407,artist,Akira Yamaoka
artist_408,artist,Crossfade
artist_409,artist,G-Dragon
artist_410,artist,GD&TOP
artist_411,artist,Chinese mix
artist_412,artist,blink-182
artist_413,artist,After School
artist_414,artist,Wasted Land
artist_415,artist,Laith Al-Deen
user_10,user,
artist_416,artist,The National
artist_417,artist,Cordel do Fogo Encantado
artist_418,artist,Sigur RÃ³s
artist_419,artist,Tokyo Police Club
artist_420,artist,The Kills
artist_421,artist,MÃ³veis Coloniais de Acaju
artist_422,artist,MombojÃ³
artist_423,artist,Bat for Lashes
artist_424,artist,The Strokes
artist_425,artist,Yeah Yeah Yeahs
artist_426,artist,Rilo Kiley
artist_427,artist,The Cribs
artist_428,artist,The Libertines
artist_429,artist,The Smiths
artist_430,artist,Kate Nash
artist_431,artist,Wolf Parade
artist_432,artist,Klaxons
artist_433,artist,Broken Social Scene
artist_434,artist,Spoon
artist_435,artist,Black Lips
artist_436,artist,The Smashing Pumpkins
artist_437,artist,She & Him
artist_438,artist,O Teatro MÃ¡gico
artist_439,artist,Los Hermanos
artist_440,artist,Animal Collective
artist_441,artist,Joy Division
artist_442,artist,The Tallest Man on Earth
artist_443,artist,The Rakes
artist_444,artist,mÃºm
artist_445,artist,Bon Iver
artist_446,artist,Ra Ra Riot
artist_447,artist,Manu Chao
artist_448,artist,Art Brut
artist_449,artist,Poney Express
artist_450,artist,She Wants Revenge
artist_451,artist,Local Natives
artist_452,artist,Mundo Livre S/A
artist_453,artist,Silverchair
artist_454,artist,JÃ³nsi
user_11,user,
artist_455,artist,Backstreet Boys
artist_456,artist,Jesse McCartney
artist_457,artist,Aaron Carter
artist_458,artist,Justin Bieber
artist_459,artist,*NSYNC
artist_460,artist,Noize MC
artist_461,artist,Miley Cyrus
artist_462,artist,Blue
artist_463,artist,Savage Garden
artist_464,artist,3OH!3
artist_465,artist,Jessica Simpson
artist_466,artist,Ke$ha
artist_467,artist,Darren Hayes
artist_468,artist,Usher
artist_469,artist,Nick Carter
artist_470,artist,nevershoutnever!
artist_471,artist,Metro Station
artist_472,artist,3 Doors Down
artist_473,artist,Dream Street
artist_474,artist,Craig David
artist_475,artist,Eminem
artist_476,artist,M. Pokora
artist_477,artist,Daniel Merriweather
artist_478,artist,ÐÐÐ ÐÑÐ°
artist_479,artist,Westlife
artist_480,artist,Guf
artist_481,artist,Simple Plan
artist_482,artist,Jeremih
artist_483,artist,Centr
artist_484,artist,Ne-Yo
artist_485,artist,Kelis
user_12,user,
artist_486,artist,30 Seconds to Mars
artist_487,artist,The Birthday Massacre
artist_488,artist,Three Days Grace
artist_489,artist,Limp Bizkit
artist_490,artist,Seether
artist_491,artist,Fort Minor
artist_492,artist,Funeral for a Friend
artist_493,artist,Lostprophets
artist_494,artist,Finch
artist_495,artist,This Beautiful Republic
artist_496,artist,Cold
artist_497,artist,Papa Roach
artist_498,artist,Paramore
artist_499,artist,Flyleaf
artist_500,artist,Bullet for My Valentine
artist_501,artist,Angels & Airwaves
artist_502,artist,LaFee
artist_503,artist,In Flames
artist_504,artist,HIM
artist_505,artist,Digital Summer
artist_506,artist,Anathema
artist_507,artist,Saosin
artist_508,artist,Tracktor Bowling
artist_509,artist,Pitchshifter
artist_510,artist,P.O.D.
artist_511,artist,U2
artist_512,artist,Deftones
artist_513,artist,Traff!c
artist_514,artist,Ill NiÃ±o
artist_515,artist,Clan of Xymox
artist_516,artist,Celldweller
artist_517,artist,Korn
artist_518,artist,Within Temptation
artist_519,artist,Static-X
artist_520,artist,Fluke
artist_521,artist,happysad
artist_522,artist,Lacrimosa
user_13,user,
artist_523,artist,Lindsay Lohan
artist_524,artist,Jeffree Star
artist_525,artist,Gwen Stefani
artist_526,artist,La Roux
artist_527,artist,Lil' Wayne
artist_528,artist,Pixie Lott
artist_529,artist,Paul van Dyk
artist_530,artist,Alphabeat
artist_531,artist,Taio Cruz
artist_532,artist,Little Boots
artist_533,artist,Oasis
artist_534,artist,No Doubt
artist_535,artist,Sophie Ellis-Bextor
artist_536,artist,Good Charlotte
artist_537,artist,The Used
artist_538,artist,Maroon 5
artist_539,artist,Gossip
artist_540,artist,Fall Out Boy
artist_541,artist,Space Cowboy
artist_542,artist,Pitty
artist_543,artist,Nicole Scherzinger
artist_544,artist,Adam Lambert
artist_545,artist,Flo Rida
artist_546,artist,The Ting Tings
artist_547,artist,Kid Cudi
artist_548,artist,Ellie Goulding
user_14,user,
artist_549,artist,The Sonics
artist_550,artist,The Fleshtones
artist_551,artist,The Satelliters
artist_552,artist,The Barracudas
artist_553,artist,The Staggers
artist_554,artist,The Kinks
artist_555,artist,The Swingin' Neckbreakers
artist_556,artist,The Strollers
artist_557,artist,The Fuzztones
artist_558,artist,The Maharajas
artist_559,artist,Southern Culture on the Skids
artist_560,artist,The Woggles
artist_561,artist,The Untamed Youth
artist_562,artist,The Who
artist_563,artist,Small Faces
artist_564,artist,Mahalia Jackson
artist_565,artist,Howlin' Wolf
artist_566,artist,Jackie Wilson
artist_567,artist,Sam Cooke
artist_568,artist,The Vice Barons
artist_569,artist,Otis Redding
artist_570,artist,Little Richard
artist_571,artist,LaVern Baker
artist_572,artist,Ray Charles
artist_573,artist,The Detroit Cobras
artist_574,artist,Big Mama Thornton
artist_575,artist,Aretha Franklin
artist_576,artist,Marvin Gaye
artist_577,artist,Ruth Brown
artist_578,artist,James Brown
artist_579,artist,Big Maybelle
artist_580,artist,Muddy Waters
artist_581,artist,Elmore James
artist_582,artist,Sonny Boy Williamson
artist_583,artist,John Lee Hooker
artist_584,artist,The Isley Brothers
artist_585,artist,Chuck Berry
artist_586,artist,Professor Longhair
artist_587,artist,Sister Rosetta Tharpe
artist_588,artist,Big Joe Turner
artist_589,artist,Andre Williams
artist_590,artist,Louis Prima
artist_591,artist,Charles Aznavour
artist_592,artist,Ennio Morricone
artist_593,artist,Renato Carosone
artist_594,artist,The Pretty Things
artist_595,artist,The Titty Twisters Orchestra
artist_596,artist,The Montesas
artist_597,artist,The Easybeats
artist_598,artist,The Gruesomes
user_15,user,
artist_599,artist,David Bowie
artist_600,artist,le bowl
artist_601,artist,Prince
artist_602,artist,Iron & Wine
artist_603,artist,Aphex Twin
artist_604,artist,Kings of Convenience
artist_605,artist,Beastie Boys
artist_606,artist,JosÃ© GonzÃ¡lez
artist_607,artist,Jethro Tull
artist_608,artist,Tortoise
artist_609,artist,Nick Drake
artist_610,artist,Miles Davis
artist_611,artist,The Sea and Cake
artist_612,artist,Talking Heads
artist_613,artist,John Coltrane
artist_614,artist,Pearl Jam
artist_615,artist,Elliott Smith
artist_616,artist,Squarepusher
artist_617,artist,The Roots
artist_618,artist,Belle and Sebastian
artist_619,artist,A Tribe Called Quest
artist_620,artist,Pulp
artist_621,artist,The Album Leaf
artist_622,artist,Sufjan Stevens
artist_623,artist,Clogs
artist_624,artist,Great Lake Swimmers
artist_625,artist,Thelonious Monk
artist_626,artist,A.A. Bondy
artist_627,artist,Saint Etienne
artist_628,artist,Andrew York
artist_629,artist,of Montreal
artist_630,artist,Neil Young
artist_631,artist,EinstÃ¼rzende Neubauten
artist_632,artist,Explosions in the Sky
artist_633,artist,Ornette Coleman
user_16,user,
artist_634,artist,ÎÎ¹ÏÎ¬Î»Î·Ï Î§Î±ÏÎ¶Î·Î³Î¹Î¬Î½Î½Î·Ï
artist_635,artist,Teen Angels
artist_636,artist,Ivi Adamou
artist_637,artist,Helena Paparizou
artist_638,artist,Kalomoira
artist_639,artist,Milan StankoviÄ
artist_640,artist,ÎÎ½Î½Î± ÎÎ¹ÏÏÎ·
artist_641,artist,Laura Pausini
artist_642,artist,Banghra
artist_643,artist,Nikolas Metaxas
artist_644,artist,Inna
artist_645,artist,Stavento
artist_646,artist,RBD
artist_647,artist,Eleftheria Eleftheriou
artist_648,artist,Antonis Remos
artist_649,artist,D'Nash
artist_650,artist,Giorgos Papadopoulos
artist_651,artist,Funky G
artist_652,artist,Hadise
artist_653,artist,Watch Tower Bible and Tract Society of PA
artist_654,artist,Onirama
artist_655,artist,Jessy Matador
artist_656,artist,Master Tempo
artist_657,artist,Paolo Meneguzzi
artist_658,artist,Floricienta
artist_659,artist,Erreway
artist_660,artist,Dima Bilan
artist_661,artist,Stromae
artist_662,artist,Tamta
artist_663,artist,Sakis Rouvas
artist_664,artist,Karolina
artist_665,artist,Giannis Ploutarxos
artist_666,artist,ChanÃ©e & N'evergreen
artist_667,artist,Evridiki
artist_668,artist,Mando
artist_669,artist,Eric Saade
artist_670,artist,Safura
artist_671,artist,Alkistis Protopsalti
artist_672,artist,Denise Rosenthal
artist_673,artist,Christos Dantis
artist_674,artist,Darin
artist_675,artist,Despoina Olympiou
artist_676,artist,Yohanna
artist_677,artist,Kostas Martakis
artist_678,artist,Soulthrow
user_17,user,
artist_679,artist,Glee Cast
artist_680,artist,The Veronicas
artist_681,artist,Demi Lovato
artist_682,artist,Lights
artist_683,artist,John Mayer
artist_684,artist,American Idiot Cast
artist_685,artist,Nick Jonas & The Administration
artist_686,artist,Selena Gomez & the Scene
artist_687,artist,All Time Low
artist_688,artist,Honor Society
artist_689,artist,Florence + the Machine
artist_690,artist,Marina & the Diamonds
artist_691,artist,Owl City
artist_692,artist,Mitchel Musso
artist_693,artist,Hey Monday
artist_694,artist,Darren Criss
artist_695,artist,Push Play
artist_696,artist,The Pierces
artist_697,artist,Sia
artist_698,artist,Duncan Sheik & Steven Sater
artist_699,artist,EsmÃ©e Denters
artist_700,artist,Boyce Avenue
artist_701,artist,Shakira
artist_702,artist,Ester Dean
artist_703,artist,The xx
artist_704,artist,The Pretty Reckless
user_18,user,
artist_705,artist,Engenheiros do Hawaii
artist_706,artist,AC/DC
artist_707,artist,Metallica
artist_708,artist,Capital Inicial
artist_709,artist,The White Stripes
artist_710,artist,Black Label Society
artist_711,artist,Mark Knopfler
artist_712,artist,Dire Straits
artist_713,artist,Gotthard
artist_714,artist,LegiÃ£o Urbana
artist_715,artist,R.E.M.
artist_716,artist,Kaiser Chiefs
artist_717,artist,Electric Light Orchestra
artist_718,artist,Johnny Cash
artist_719,artist,Orishas
artist_720,artist,Social Distortion
artist_721,artist,Wim Mertens
artist_722,artist,ATB
artist_723,artist,Buena Vista Social Club
artist_724,artist,Ozzy Osbourne
artist_725,artist,TitÃ£s
artist_726,artist,Apocalyptica
artist_727,artist,Era
artist_728,artist,Eric Clapton
artist_729,artist,Sacred Spirit
artist_730,artist,Eagles
artist_731,artist,1200 Micrograms
artist_732,artist,Alice Cooper
artist_733,artist,John Lennon
artist_734,artist,Bruce Springsteen
artist_735,artist,The Rolling Stones
artist_736,artist,Eliades Ochoa
artist_737,artist,Trans-Siberian Orchestra
artist_738,artist,DJ TiÃ«sto
artist_739,artist,Lulu Santos
user_20,user,
artist_743,artist,Nadja
artist_744,artist,Autechre
artist_745,artist,Aidan Baker & thisquietarmy
artist_746,artist,Salem
artist_747,artist,Carbon Based Lifeforms
artist_748,artist,Boards of Canada
artist_749,artist,Casino Versus Japan
artist_750,artist,Bill Withers
artist_751,artist,Jesu
artist_752,artist,Boris
artist_753,artist,Secede
artist_754,artist,Maximum the Hormone
artist_755,artist,65daysofstatic
artist_756,artist,Arovane
artist_757,artist,Crystal Castles
artist_758,artist,ÐÑÐ¸ÑÐµÑ
artist_759,artist,#####
artist_760,artist,LAKE Râ²DIO
artist_761,artist,Asian Dub Foundation
artist_762,artist,the Chemodan
artist_763,artist,Mono
artist_764,artist,16 Horsepower
artist_765,artist,Multiplex
artist_766,artist,Ben Frost
artist_767,artist,Gridlock
artist_768,artist,Enter Shikari
artist_769,artist,Isis
artist_770,artist,HORSE the band
artist_771,artist,Lazzich
artist_772,artist,Proem
artist_773,artist,electronicmicroanimal
artist_774,artist,Mooncake
artist_775,artist,GastÃ³n ArÃ©valo
artist_776,artist,sokpb avabodha
artist_777,artist,The Crystal Method
artist_778,artist,Ochre
artist_779,artist,Bring Me The Horizon
artist_780,artist,Gimmik
artist_781,artist,Fail Emotions
artist_782,artist,Solar Fields
artist_783,artist,Digitonal
artist_784,artist,Jackson and His Computer Band
artist_785,artist,Fear Factory
user_21,user,
artist_786,artist,Mandy Moore
artist_787,artist,Paulina Rubio
artist_788,artist,Fey
artist_789,artist,Dannii Minogue
artist_790,artist,Belinda
artist_791,artist,Marie Serneholt
artist_792,artist,ThalÃ­a
artist_793,artist,Hannah Montana
artist_794,artist,A*Teens
artist_795,artist,Gloria Trevi
artist_796,artist,Anna Carina
artist_797,artist,Emily Osment
artist_798,artist,Geri Halliwell
artist_799,artist,Junior Caldera feat Sophie Ellis Bextor
artist_800,artist,Atomic Kitten
artist_801,artist,5ive
artist_802,artist,AnahÃ­
artist_803,artist,Five
user_22,user,
artist_804,artist,Darkest Hour
artist_805,artist,Parkway Drive
artist_806,artist,Soilwork
artist_807,artist,Crematory
artist_808,artist,Rise Against
artist_809,artist,The Black Dahlia Murder
artist_810,artist,All That Remains
artist_811,artist,Sonic Syndicate
artist_812,artist,Dark Tranquillity
artist_813,artist,As I Lay Dying
artist_814,artist,Caliban
artist_815,artist,Killswitch Engage
artist_816,artist,A Day to Remember
artist_817,artist,Corpus Christi
artist_818,artist,36 Crazyfists
artist_819,artist,Avatar
artist_820,artist,At the Gates
artist_821,artist,Amon Amarth
artist_822,artist,Evading Downfall
artist_823,artist,August Burns Red
artist_824,artist,Ensiferum
artist_825,artist,Whitechapel
artist_826,artist,Divine Heresy
artist_827,artist,Ignite
artist_828,artist,From a Second Story Window
artist_829,artist,It Prevails
artist_830,artist,Atreyu
artist_831,artist,Emmure
artist_832,artist,I Killed the Prom Queen
artist_833,artist,Suffokate
artist_834,artist,Five Finger Death Punch
artist_835,artist,Scar Symmetry
artist_836,artist,Butterfly Coma
artist_837,artist,Eluveitie
artist_838,artist,Debeli Precjednik
artist_839,artist,All Shall Perish
artist_840,artist,Millencolin
artist_841,artist,Slayer
artist_842,artist,Despised Icon
artist_843,artist,Pantera
artist_844,artist,Pain Confessor
artist_845,artist,The Dillinger Escape Plan
artist_846,artist,Lamb of God
artist_847,artist,The Mercury Arc
artist_848,artist,Ego Fall
artist_849,artist,Feed Her To The Sharks
artist_850,artist,Haste the Day
user_23,user,
artist_7,artist,Marilyn Manson
artist_851,artist,Manic Street Preachers
artist_852,artist,The Stranglers
artist_853,artist,Therapy?
artist_854,artist,Alice in Chains
artist_855,artist,Jane's Addiction
artist_856,artist,Soundgarden
artist_857,artist,The Clash
artist_858,artist,PJ Harvey
artist_859,artist,Pixies
artist_860,artist,Stone Temple Pilots
artist_861,artist,Killing Joke
artist_862,artist,Primal Scream
artist_863,artist,The Velvet Underground
artist_864,artist,Ministry
artist_865,artist,Republika
artist_866,artist,Virgin Prunes
artist_867,artist,Nick Cave and the Bad Seeds
artist_868,artist,The Doors
artist_869,artist,Afghan Whigs
artist_870,artist,Skeletal Family
artist_871,artist,New Model Army
artist_872,artist,Closterkeller
artist_873,artist,Porno for Pyros
artist_874,artist,Roxy Music
artist_875,artist,Bauhaus
artist_876,artist,Revolting Cocks
artist_877,artist,Alphaville
artist_878,artist,Wolfsheim
artist_879,artist,Can
artist_880,artist,Nitzer Ebb
artist_881,artist,Kyuss
artist_882,artist,The Jesus Lizard
artist_883,artist,Tiamat
artist_884,artist,Brygada Kryzys
user_24,user,
artist_885,artist,Tracy Chapman
artist_886,artist,Dragonette
artist_887,artist,New Young Pony Club
artist_888,artist,Siobhan Donaghy
artist_889,artist,Cyndi Lauper
artist_890,artist,Kelly Osbourne
artist_891,artist,Jewel
artist_892,artist,Dixie Chicks
artist_893,artist,Kate Miller-Heidke
artist_894,artist,Sneaky Sound System
artist_895,artist,Chew Lips
artist_896,artist,Noisettes
artist_897,artist,Shakespear's Sister
artist_898,artist,Tegan and Sara
artist_899,artist,Missy Higgins
artist_900,artist,Annie Lennox
artist_901,artist,VV Brown
artist_902,artist,The Cast Of Buffy The Vampire Slayer
artist_903,artist,Amy Winehouse
artist_904,artist,Rogue Traders
artist_905,artist,Crowded House
user_25,user,
artist_906,artist,Girls Aloud
artist_907,artist,Timbaland
artist_908,artist,Vanessa Hudgens
artist_909,artist,Delta Goodrem
artist_910,artist,John Williams
artist_911,artist,Rachel Stevens
artist_912,artist,Carter Burwell
artist_913,artist,Destiny's Child
artist_914,artist,Medina
artist_915,artist,Alexandra Burke
artist_916,artist,Vanessa S.
user_26,user,
artist_6,artist,Moonspell
artist_25,artist,Cradle of Filth
artist_917,artist,Iron Maiden
artist_918,artist,Megadeth
artist_919,artist,Savatage
artist_920,artist,Dream Theater
artist_921,artist,Circle II Circle
artist_922,artist,Bruce Dickinson
