userID,degree,clustering,pagerank,community,component
238,9,0.194444,0.00050005,14,0
240,23,0.158103,0.00060237,10,0
241,5,0.0,0.00039665,14,0
242,17,0.110294,0.00055819,0,0
243,5,0.2,0.00021331,0,0
244,2,0.0,0.00015542,6,0
247,43,0.081949,0.00136843,0,0
248,20,0.257895,0.00051433,10,0
249,2,0.0,0.00019795,14,0
250,11,0.018182,0.00060756,14,0
251,1,0.0,0.00021218,14,0
252,9,0.138889,0.00028961,0,0
253,42,0.168409,0.00106262,0,0
254,16,0.15,0.00068104,14,0
255,7,0.190476,0.00047263,3,0
256,73,0.158676,0.00169784,0,0
257,4,0.5,0.00025652,6,0
258,46,0.174879,0.00114238,10,0
259,5,0.8,0.00039873,3,0
260,30,0.291954,0.00079327,10,0
261,13,0.269231,0.00058882,1,0
262,2,0.0,0.00017612,3,0
263,2,1.0,0.00016437,9,0
264,17,0.161765,0.00076749,6,0
265,8,0.178571,0.00039604,1,0
266,21,0.033333,0.00095936,14,0
267,3,0.333333,0.00014559,10,0
268,7,0.095238,0.00038705,14,0
269,1,0.0,0.00011773,6,0
270,2,1.0,0.00019594,27,0
271,59,0.156049,0.00142591,0,0
273,2,0.0,0.00017087,3,0
274,4,0.333333,0.00020453,9,0
275,32,0.070565,0.0013885,6,0
277,4,0.833333,0.00034468,3,0
278,28,0.23545,0.00071949,10,0
279,3,0.0,0.00025514,1,0
280,32,0.092742,0.0009808,0,0
281,3,0.0,0.0002259,14,0
282,1,0.0,0.00015718,9,0
283,10,0.022222,0.00046698,14,0
284,1,0.0,0.00011754,14,0
285,8,0.035714,0.00040388,14,0
286,7,0.333333,0.00023492,0,0
288,5,0.7,0.00030561,14,0
289,11,0.163636,0.00038547,10,0
290,4,0.166667,0.00021708,6,0
291,7,0.238095,0.00025143,10,0
292,13,0.064103,0.0007536,14,0
293,1,0.0,0.00012468,14,0
294,1,0.0,0.00011969,14,0
295,1,0.0,0.00015579,14,0
296,4,0.0,0.00032176,14,0
297,4,0.166667,0.00022069,6,0
298,79,0.054203,0.00306003,14,0
299,6,0.0,0.00031352,14,0
300,6,0.4,0.0003948,14,0
301,7,0.238095,0.00029853,14,0
302,46,0.153623,0.00111341,0,0
303,13,0.064103,0.00071759,14,0
304,4,1.0,0.00019429,6,0
305,3,0.333333,0.00015327,0,0
306,25,0.443333,0.00086884,6,0
307,19,0.070175,0.00076488,14,0
308,19,0.187135,0.00078889,14,0
310,69,0.180307,0.00170142,10,0
311,51,0.122353,0.00152241,0,0
312,11,0.163636,0.00042419,9,0
313,6,0.0,0.00040385,14,0
314,3,0.0,0.00015,0,0
315,23,0.189723,0.00061064,0,0
316,1,0.0,0.00052854,15,9
317,27,0.105413,0.00117743,14,0
318,29,0.155172,0.00074355,10,0
319,3,0.0,0.00026956,14,0
320,2,0.0,0.0003083,6,0
321,7,0.047619,0.00037632,14,0
322,28,0.150794,0.00081942,10,0
324,1,0.0,0.00012812,14,0
325,11,0.363636,0.00054658,6,0
326,2,1.0,0.00014732,0,0
327,30,0.222989,0.00074561,10,0
328,11,0.218182,0.0003841,0,0
329,42,0.154472,0.00114206,0,0
330,10,0.111111,0.00032767,0,0
331,11,0.272727,0.00033064,0,0
332,29,0.165025,0.00073983,0,0
333,16,0.291667,0.00045338,0,0
334,4,0.0,0.00028445,14,0
335,24,0.163043,0.0006275,0,0
336,2,0.0,0.00028501,14,0
337,9,0.111111,0.0004821,14,0
338,17,0.095588,0.00064796,6,0
339,73,0.149543,0.0017335,0,0
340,45,0.184848,0.00113826,10,0
341,1,0.0,0.00013729,14,0
342,2,0.0,0.00023993,14,0
343,29,0.081281,0.00143516,14,0
344,3,0.0,0.00020906,14,0
345,3,0.333333,0.00025831,27,0
346,18,0.071895,0.00066571,0,0
347,3,0.0,0.00019681,2,0
348,13,0.115385,0.00047983,1,0
349,24,0.105072,0.00097777,1,0
350,19,0.163743,0.00052611,0,0
351,9,0.166667,0.00029776,0,0
352,7,0.285714,0.00025368,10,0
353,16,0.175,0.0004435,10,0
354,9,0.194444,0.00027296,10,0
355,70,0.1147,0.00182337,10,0
356,1,0.0,0.00017544,1,0
357,6,0.133333,0.00031333,6,0
358,2,0.0,0.00020557,3,0
359,6,0.466667,0.00035533,6,0
360,2,0.0,0.00017011,3,0
361,25,0.166667,0.00074018,0,0
362,10,0.133333,0.00044774,14,0
363,21,0.1,0.00081459,14,0
364,4,0.0,0.00026261,14,0
365,15,0.209524,0.00067035,14,0
366,4,0.5,0.0003049,3,0
367,6,0.066667,0.00026549,1,0
368,5,0.0,0.00035779,14,0
369,1,0.0,0.00013229,3,0
370,38,0.072546,0.00118963,0,0
371,28,0.285714,0.00099913,6,0
372,3,0.333333,0.00019269,14,0
374,12,0.287879,0.00058092,6,0
375,9,0.305556,0.00028347,10,0
376,3,0.333333,0.00020813,14,0
377,9,0.055556,0.00080736,14,0
378,34,0.128342,0.00109027,10,0
380,19,0.222222,0.00052937,10,0
382,1,0.0,0.00014341,3,0
383,25,0.096667,0.00077514,0,0
385,52,0.144042,0.00142352,10,0
386,3,0.666667,0.000276,6,0
387,21,0.152381,0.00067447,10,0
388,15,0.057143,0.00071925,14,0
390,88,0.106061,0.00223644,10,0
391,5,0.3,0.00033468,1,0
392,2,0.0,0.00014285,14,0
393,6,0.266667,0.00028986,14,0
394,4,0.166667,0.00022399,14,0
395,3,0.0,0.00020241,14,0
396,19,0.391813,0.00076074,6,0
397,8,0.285714,0.00035539,6,0
398,11,0.072727,0.00048858,14,0
399,45,0.169697,0.00108239,10,0
400,50,0.145306,0.00126754,10,0
401,5,0.2,0.00025806,14,0
402,4,0.333333,0.00023973,14,0
403,4,0.166667,0.00019259,1,0
404,6,0.0,0.00026658,14,0
405,90,0.110861,0.00236184,10,0
406,1,0.0,0.00014536,14,0
407,6,0.333333,0.0003359,6,0
408,1,0.0,0.00012116,6,0
409,14,0.186813,0.00038701,0,0
410,14,0.131868,0.0005895,1,0
411,7,0.380952,0.00047911,3,0
412,2,1.0,0.00015232,0,0
413,57,0.160401,0.00138523,10,0
414,53,0.128447,0.00129412,0,0
415,40,0.228205,0.00099566,10,0
416,5,0.0,0.00038626,14,0
417,23,0.173913,0.00067349,10,0
418,2,1.0,0.00031838,16,0
419,62,0.097832,0.00159271,0,0
420,11,0.072727,0.00054428,9,0
421,52,0.100302,0.00141206,10,0
423,3,0.333333,0.00021885,6,0
424,8,0.25,0.0003659,14,0
425,26,0.193846,0.00069508,0,0
426,17,0.316176,0.00081573,14,0
427,1,0.0,0.00052854,17,10
428,21,0.195238,0.00100495,6,0
430,15,0.247619,0.00070247,6,0
431,17,0.110294,0.00075908,14,0
432,3,0.0,0.00019105,14,0
433,14,0.065934,0.00070852,1,0
434,3,1.0,0.00032278,6,0
435,8,0.464286,0.00055977,27,0
436,11,0.163636,0.00053514,14,0
437,44,0.146934,0.00109635,10,0
438,4,0.333333,0.00025452,3,0
439,11,0.127273,0.00058371,3,0
440,4,0.333333,0.00031627,3,0
441,3,0.666667,0.000276,6,0
442,13,0.128205,0.00060461,6,0
443,2,0.0,0.00018741,5,0
444,2,1.0,0.00019477,3,0
446,19,0.269006,0.0007443,6,0
447,7,0.238095,0.00038921,14,0
449,6,0.4,0.00033018,14,0
450,7,0.047619,0.00037002,14,0
451,49,0.117347,0.0013519,10,0
452,4,0.5,0.00025042,6,0
453,11,0.127273,0.0005588,14,0
454,23,0.134387,0.0010244,14,0
455,9,0.194444,0.00048176,6,0
456,2,0.0,0.00012502,0,0
457,4,0.0,0.00027481,14,0
458,5,0.1,0.00028947,9,0
459,13,0.217949,0.00060295,14,0
460,12,0.151515,0.00065325,3,0
461,1,0.0,0.00012742,14,0
462,3,0.0,0.00020073,14,0
463,16,0.133333,0.0005364,10,0
464,3,0.0,0.00019818,6,0
465,4,0.166667,0.00025466,14,0
466,3,0.0,0.00016955,14,0
467,12,0.060606,0.00056043,14,0
468,2,0.0,0.00017054,3,0
469,1,0.0,0.00015579,14,0
470,51,0.131765,0.00126851,10,0
471,6,0.066667,0.00032516,14,0
472,16,0.333333,0.00042736,0,0
473,15,0.209524,0.00041568,0,0
474,11,0.363636,0.00037605,6,0
475,12,0.090909,0.00049628,14,0
476,8,0.178571,0.00043107,6,0
477,5,0.6,0.00019039,10,0
478,4,0.333333,0.00024226,14,0
479,26,0.289231,0.00067517,10,0
480,11,0.254545,0.00052869,6,0
481,65,0.145673,0.00166154,10,0
482,1,0.0,0.00012389,14,0
484,1,0.0,0.00022651,14,0
485,6,0.466667,0.00051376,18,0
486,38,0.211949,0.00095054,10,0
487,6,0.066667,0.00029325,10,0
488,1,0.0,0.00010512,0,0
489,10,0.155556,0.00048837,14,0
490,48,0.151596,0.00146064,0,0
491,5,0.2,0.00036853,14,0
492,4,0.0,0.0002583,14,0
493,8,0.214286,0.00034747,6,0
494,17,0.095588,0.00055565,10,0
495,3,0.0,0.00015502,0,0
496,5,0.4,0.00042457,9,0
497,25,0.25,0.00062599,0,0
498,27,0.131054,0.00075015,0,0
499,51,0.18902,0.00169757,6,0
500,6,0.333333,0.00046563,3,0
501,26,0.227692,0.00068242,0,0
502,16,0.108333,0.00046198,10,0
503,50,0.131429,0.00124179,0,0
504,10,0.155556,0.00035149,10,0
506,5,0.5,0.00031994,6,0
507,9,0.222222,0.00052919,14,0
508,18,0.130719,0.00079725,14,0
509,1,0.0,0.00010794,10,0
510,1,0.0,0.00012696,14,0
511,2,0.0,0.0001569,14,0
512,3,0.0,0.00023476,3,0
513,2,0.0,0.00016008,14,0
514,79,0.140214,0.00201077,10,0
515,7,0.428571,0.00036242,6,0
516,19,0.081871,0.00083605,6,0
517,3,0.333333,0.0002145,14,0
518,28,0.177249,0.00071196,10,0
519,5,0.0,0.00031927,14,0
520,25,0.383333,0.00089222,6,0
521,19,0.099415,0.00078451,14,0
523,1,0.0,0.00052854,19,11
525,5,0.0,0.00029474,1,0
526,3,0.333333,0.0002021,14,0
527,57,0.189223,0.00136613,10,0
529,3,0.0,0.0002975,14,0
530,3,0.0,0.00025747,0,0
531,43,0.140642,0.00105006,10,0
532,8,0.285714,0.00030614,1,0
533,2,0.0,0.00020908,6,0
534,56,0.169481,0.00158333,6,0
535,4,0.0,0.00021194,14,0
536,20,0.147368,0.0005956,10,0
537,7,0.238095,0.00024458,10,0
538,44,0.142706,0.00109759,10,0
539,4,0.333333,0.00020713,6,0
540,9,0.472222,0.00043961,6,0
541,11,0.163636,0.00052288,14,0
542,24,0.242754,0.00060985,10,0
543,13,0.217949,0.00042773,0,0
544,4,0.166667,0.00029496,14,0
545,76,0.070877,0.00241127,0,0
546,5,0.5,0.00030095,14,0
547,5,0.0,0.00030164,14,0
548,8,0.178571,0.00042276,14,0
549,6,0.133333,0.00034197,14,0
550,11,0.109091,0.00054844,14,0
551,1,0.0,0.00014367,14,0
552,4,0.166667,0.00030391,3,0
553,29,0.32266,0.0007267,10,0
555,15,0.133333,0.00042208,0,0
556,1,0.0,0.00015195,3,0
557,1,0.0,0.0004196,20,4
558,12,0.227273,0.0003978,10,0
559,2,0.0,0.00026128,14,0
560,5,0.0,0.00026454,6,0
561,25,0.193333,0.00074039,10,0
562,1,0.0,0.00016972,1,0
563,3,0.333333,0.0002404,14,0
565,2,0.0,0.00015973,6,0
566,6,0.133333,0.00031654,6,0
567,5,0.0,0.00030249,14,0
568,3,0.333333,0.00021741,6,0
569,63,0.156682,0.00156152,0,0
570,2,1.0,0.00015166,3,0
571,40,0.161538,0.00103446,0,0
572,45,0.180808,0.00110294,0,0
573,1,0.0,0.00021627,3,0
574,2,0.0,0.00015267,14,0
575,26,0.470769,0.00090257,6,0
576,2,1.0,0.00016926,6,0
577,7,0.285714,0.00031447,6,0
578,4,0.666667,0.00018915,10,0
579,1,0.0,0.00052854,21,12
580,4,0.833333,0.00026067,14,0
581,35,0.122689,0.00102607,10,0
582,14,0.087912,0.00066442,1,0
583,1,0.0,0.00020065,14,0
584,8,0.142857,0.00032811,14,0
585,1,0.0,0.00013814,14,0
586,2,1.0,0.00036116,22,0
587,2,0.0,0.00018443,14,0
589,17,0.169118,0.00045214,10,0
590,8,0.107143,0.00027042,0,0
592,10,0.222222,0.00037815,10,0
593,57,0.122807,0.00149764,10,0
594,4,0.166667,0.00029758,14,0
595,6,0.2,0.00038115,14,0
596,15,0.219048,0.00067108,6,0
598,4,0.0,0.00016765,0,0
601,2,1.0,0.00022259,5,0
602,1,0.0,0.00012541,14,0
603,4,1.0,0.00032454,27,0
604,8,0.035714,0.00040759,3,0
605,4,0.5,0.00034846,6,0
606,4,1.0,0.00026215,14,0
607,3,0.333333,0.00045001,22,0
608,5,0.1,0.00028465,14,0
609,32,0.141129,0.00083145,0,0
611,5,0.1,0.00030667,6,0
612,37,0.211712,0.00090887,10,0
613,1,0.0,0.00012992,14,0
614,1,0.0,0.00011829,14,0
615,1,0.0,0.00011101,10,0
616,8,0.214286,0.00043573,14,0
617,11,0.236364,0.00037234,10,0
618,2,1.0,0.00052854,23,5
619,2,0.0,0.00019628,3,0
620,7,0.095238,0.00025412,0,0
621,69,0.138534,0.00175349,10,0
622,2,0.0,0.00016822,14,0
623,5,0.3,0.00038295,14,0
624,2,1.0,0.00043299,24,2
625,2,0.0,0.00023884,3,0
627,8,0.321429,0.00044476,14,0
628,2,0.0,0.00019966,3,0
629,8,0.357143,0.00038251,14,0
631,5,0.1,0.0002662,14,0
632,45,0.185859,0.00112428,0,0
633,1,0.0,0.00011817,14,0
634,6,0.533333,0.00022104,10,0
635,10,0.111111,0.0005272,14,0
636,60,0.151412,0.0015422,10,0
637,12,0.060606,0.00062921,14,0
638,35,0.181513,0.00085939,10,0
639,1,0.0,0.00052854,7,7
640,8,0.142857,0.00034188,14,0
641,2,1.0,0.00014565,0,0
642,27,0.116809,0.0011168,14,0
643,6,0.133333,0.0003391,6,0
644,1,0.0,0.00011591,14,0
645,6,0.133333,0.00031641,14,0
646,49,0.154762,0.0012044,10,0
647,6,0.2,0.00050335,6,0
649,6,0.133333,0.00038988,14,0
650,8,0.535714,0.00031505,6,0
651,5,0.3,0.00020767,10,0
652,1,0.0,0.00052854,25,13
654,3,0.0,0.0003188,1,0
655,40,0.05,0.00162339,14,0
656,5,0.5,0.00029965,6,0
657,3,0.0,0.0002427,3,0
658,11,0.145455,0.00058081,6,0
659,24,0.224638,0.00063238,0,0
660,19,0.169591,0.00053424,0,0
661,3,0.0,0.00023041,5,0
662,4,0.0,0.00020194,14,0
663,2,0.0,0.00015986,9,0
664,1,0.0,0.0001162,6,0
665,16,0.358333,0.00061213,6,0
666,3,0.666667,0.00022312,6,0
667,21,0.114286,0.00063001,0,0
668,5,0.6,0.00035721,14,0
669,8,0.142857,0.00027028,10,0
670,6,1.0,0.00052854,4,1
671,22,0.151515,0.00060571,0,0
672,1,0.0,0.00014906,14,0
673,13,0.166667,0.0005666,14,0
674,30,0.193103,0.0007383,0,0
675,30,0.2,0.00077128,0,0
676,2,0.0,0.0001752,14,0
677,5,0.0,0.00030507,14,0
678,11,0.018182,0.00051689,14,0
679,4,0.333333,0.00016543,0,0
680,9,0.25,0.0002812,10,0
681,2,1.0,0.00022307,14,0
682,9,0.055556,0.0003114,0,0
683,14,0.274725,0.00063771,6,0
684,38,0.246088,0.00091004,10,0
685,5,0.3,0.00021809,10,0
686,17,0.132353,0.00072355,6,0
687,5,0.2,0.00029646,14,0
688,18,0.137255,0.00070027,14,0
689,5,0.1,0.00018598,0,0
690,39,0.203779,0.00092585,10,0
691,80,0.116139,0.00203238,0,0
692,15,0.142857,0.0006303,10,0
693,4,0.0,0.00031081,14,0
694,4,0.5,0.00025049,6,0
695,5,0.9,0.00036173,3,0
696,16,0.283333,0.00070726,14,0
697,5,0.1,0.0002876,14,0
698,2,0.0,0.00014641,14,0
699,9,0.25,0.00043454,6,0
700,4,0.166667,0.0001748,0,0
701,33,0.092803,0.00087529,0,0
702,12,0.181818,0.00036187,10,0
703,11,0.2,0.00031242,0,0
704,16,0.141667,0.00070145,3,0
705,5,0.0,0.00021758,10,0
706,9,0.222222,0.00059755,1,0
707,4,0.166667,0.00024408,14,0
708,18,0.052288,0.0012251,14,0
709,17,0.125,0.00076695,14,0
710,4,0.0,0.00044072,1,0
711,2,0.0,0.00016122,14,0
712,6,0.0,0.00029466,14,0
713,15,0.2,0.00042963,0,0
714,16,0.258333,0.00077214,6,0
715,7,0.285714,0.00041797,14,0
716,4,0.0,0.00025365,1,0
717,40,0.187179,0.00101315,0,0
718,5,0.1,0.00029783,3,0
719,5,0.2,0.00027888,14,0
720,1,0.0,0.00014882,14,0
721,6,0.066667,0.00044273,14,0
722,7,0.047619,0.00026791,6,0
723,66,0.15338,0.00159693,0,0
725,8,0.107143,0.00057467,14,0
726,32,0.072581,0.00102967,9,0
727,3,0.333333,0.00029276,14,0
728,4,0.0,0.00026922,6,0
729,1,0.0,0.00013437,3,0
730,79,0.126258,0.00220155,10,0
731,16,0.116667,0.00080236,14,0
732,45,0.206061,0.00110291,10,0
733,1,0.0,0.0001178,14,0
734,1,0.0,0.00029005,11,0
735,1,0.0,0.00011311,14,0
736,3,1.0,0.00020023,3,0
737,1,0.0,0.00012116,6,0
738,6,0.2,0.0003655,14,0
739,4,0.0,0.00023991,14,0
741,1,0.0,0.00052854,26,14
742,13,0.192308,0.00042123,10,0
743,38,0.089616,0.00141712,14,0
744,1,0.0,0.00011165,14,0
745,2,1.0,0.00012906,10,0
746,3,0.666667,0.00027877,2,0
747,5,0.1,0.00033095,1,0
749,82,0.126167,0.00204632,10,0
750,5,0.3,0.00040231,9,0
751,15,0.133333,0.00067261,10,0
752,8,0.178571,0.00038424,1,0
753,31,0.092473,0.00108511,14,0
754,17,0.132353,0.00079932,14,0
756,1,0.0,0.00012345,14,0
757,32,0.217742,0.00080753,10,0
758,19,0.099415,0.00060317,10,0
759,22,0.082251,0.0007696,14,0
760,14,0.098901,0.00056311,14,0
761,43,0.086379,0.00167994,6,0
762,17,0.5,0.00063104,6,0
763,7,0.095238,0.00046198,2,0
764,1,0.0,0.00011948,14,0
765,2,0.0,0.00016529,3,0
767,13,0.230769,0.00058411,6,0
768,6,0.466667,0.00023567,10,0
769,2,0.0,0.00015173,6,0
770,16,0.133333,0.00046046,0,0
771,2,0.0,0.00016681,14,0
772,5,0.2,0.00029825,14,0
773,5,0.4,0.00060113,3,0
776,4,1.0,0.00032454,27,0
777,3,0.333333,0.00017157,6,0
778,37,0.13964,0.00096742,10,0
779,10,0.177778,0.00039416,6,0
780,8,0.0,0.00033715,14,0
781,15,0.238095,0.00041038,10,0
782,8,0.142857,0.00065476,3,0
784,2,0.0,0.00023776,14,0
785,1,0.0,0.00010097,10,0
786,1,0.0,0.00011766,1,0
787,4,0.0,0.00025969,14,0
788,9,0.388889,0.00045634,6,0
789,6,1.0,0.00052854,4,1
790,13,0.282051,0.00038457,10,0
791,4,0.5,0.00024534,6,0
792,3,0.0,0.0002368,2,0
793,4,0.333333,0.00016588,10,0
794,5,0.1,0.00029746,14,0
795,61,0.151913,0.00146721,10,0
797,20,0.078947,0.00058277,10,0
798,4,0.166667,0.00029358,14,0
799,3,0.333333,0.00022941,6,0
800,13,0.128205,0.00062084,14,0
801,4,0.0,0.00017052,10,0
802,7,0.285714,0.00049634,3,0
804,25,0.136667,0.00067397,0,0
805,5,0.9,0.00036173,3,0
806,5,0.1,0.00020242,0,0
807,3,0.666667,0.00018031,9,0
808,39,0.217274,0.00095048,0,0
